pan max
pan_gene_11502 1
pan_gene_11505 1
pan_gene_11509 1
pan_gene_1151 1
pan_gene_11510 1
pan_gene_11511 1
pan_gene_11512 1
pan_gene_11514 1
pan_gene_11516 1
pan_gene_11517 1
pan_gene_11518 1
pan_gene_11520 1
pan_gene_11522 1
pan_gene_11523 1
pan_gene_11525 1
pan_gene_11527 1
pan_gene_11529 1
pan_gene_11530 1
pan_gene_11531 1
pan_gene_11535 1
pan_gene_11536 1
pan_gene_11537 1
pan_gene_11538 1
pan_gene_11539 1
pan_gene_1154 1
pan_gene_11542 1
pan_gene_11543 1
pan_gene_11544 1
pan_gene_11545 1
pan_gene_11546 1
pan_gene_11547 1
pan_gene_11553 1
pan_gene_11554 1
pan_gene_11559 1
pan_gene_11565 1
pan_gene_11566 1
pan_gene_11567 1
pan_gene_11568 1
pan_gene_11569 1
pan_gene_1157 1
pan_gene_11570 1
pan_gene_11572 1
pan_gene_11574 1
pan_gene_11575 1
pan_gene_11576 1
pan_gene_11578 1
pan_gene_11579 1
pan_gene_11580 1
pan_gene_11581 1
pan_gene_11584 1
pan_gene_11588 1
pan_gene_11591 1
pan_gene_11592 1
pan_gene_11593 1
pan_gene_11594 1
pan_gene_11595 1
pan_gene_11596 1
pan_gene_11599 1
pan_gene_116 1
pan_gene_1160 1
pan_gene_11600 1
pan_gene_11601 1
pan_gene_11602 1
pan_gene_11603 1
pan_gene_11604 1
pan_gene_11606 1
pan_gene_1161 1
pan_gene_11610 1
pan_gene_11613 1
pan_gene_11615 1
pan_gene_11616 1
pan_gene_11619 1
pan_gene_11620 1
pan_gene_11621 1
pan_gene_11622 1
pan_gene_11623 1
pan_gene_11626 1
pan_gene_11629 1
pan_gene_11630 1
pan_gene_11631 1
pan_gene_11633 1
pan_gene_11634 1
pan_gene_11635 1
pan_gene_11636 1
pan_gene_1164 1
pan_gene_11642 1
pan_gene_11643 1
pan_gene_11644 1
pan_gene_11645 1
pan_gene_11649 1
pan_gene_1165 1
pan_gene_11650 1
pan_gene_11651 1
pan_gene_11652 1
pan_gene_11653 1
pan_gene_11654 1
pan_gene_11658 1
pan_gene_1166 1
pan_gene_11660 1
pan_gene_11661 1
pan_gene_11662 1
pan_gene_11663 1
pan_gene_11665 1
pan_gene_11667 1
pan_gene_11668 1
pan_gene_11669 1
pan_gene_1167 1
pan_gene_11674 1
pan_gene_11675 1
pan_gene_11681 1
pan_gene_11684 1
pan_gene_11685 1
pan_gene_1169 1
pan_gene_11690 1
pan_gene_11691 1
pan_gene_11692 1
pan_gene_11693 1
pan_gene_11694 1
pan_gene_11698 1
pan_gene_11699 1
pan_gene_117 1
pan_gene_11700 1
pan_gene_11701 1
pan_gene_11705 1
pan_gene_11706 1
pan_gene_11707 1
pan_gene_11709 1
pan_gene_1171 1
pan_gene_11712 1
pan_gene_11713 1
pan_gene_11714 1
pan_gene_11715 1
pan_gene_11716 1
pan_gene_11717 1
pan_gene_11719 1
pan_gene_1172 1
pan_gene_11720 1
pan_gene_11721 1
pan_gene_11722 1
pan_gene_11723 1
pan_gene_11727 1
pan_gene_11729 1
pan_gene_11730 1
pan_gene_11731 1
pan_gene_11733 1
pan_gene_11736 1
pan_gene_11737 1
pan_gene_11738 1
pan_gene_11739 1
pan_gene_11741 1
pan_gene_11742 1
pan_gene_11744 1
pan_gene_11745 1
pan_gene_11747 1
pan_gene_11748 1
