pan,B73,B97,CML103,CML322,CML69,HP301,Il14H,Ki11,Ki3,Ky21,M37W,Mo18W,Ms71,NC350,NC358,Oh43,Oh7B,P39,Tx303,Tzi8
pan_gene_30394,NA,NA,NA,NA,0,0,NA,NA,0,NA,0,NA,0.0156825,0.0396103,0.0303254,0.0484618,0,0,NA,NA
pan_gene_30396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_30397,19.2191,16.9379,21.075,14.4373,16.3449,19.1981,21.4931,20.8199,14.1258,17.8685,19.4898,17.339,16.3856,17.2555,18.856,15.0786,18.6863,15.7583,28.5694,27.9098
pan_gene_30398,NA,NA,0.188537,NA,0.0567533,0.526581,0,0.326745,NA,0.191797,NA,0.153894,NA,NA,NA,0.0839655,0.288595,0,NA,NA
pan_gene_30399,56.4784,69.9254,52.7232,48.9868,57.1868,53.8696,64.37,61.8921,64.5328,36.177,60.2718,47.9612,52.5101,47.8306,55.3151,41.7919,37.6518,42.3814,58.9561,59.5877
pan_gene_304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_3040,5.03465,NA,NA,6.61655,8.28305,NA,8.25126,8.78511,NA,9.19171,NA,NA,6.09885,8.51183,8.58547,10.1748,7.94909,6.45525,6.48164,8.16835
pan_gene_30400,17.1452,23.1275,22.3236,19.6108,NA,NA,18.1865,22.7323,20.0346,14.9746,16.3115,18.5511,17.0091,20.5353,21.2214,19.9642,20.5303,19.0894,21.6192,20.7253
pan_gene_30401,0,1.47149,1.76652,0.12372,1.22854,0.0676376,NA,1.85664,0.759973,4.19232,0.0843968,0.0744175,1.41608,0.277806,0.96139,NA,NA,NA,0.141585,0.241486
pan_gene_30402,0,0,0,0,NA,0,NA,NA,0,NA,0,0,0,NA,0.0313077,NA,0.0613804,NA,NA,0
pan_gene_30403,35.1237,35.1255,36.4246,13.4883,30.3165,21.5369,31.6029,35.5628,23.3247,26.1576,17.1396,16.5628,19.0092,18.1543,23.3962,26.6075,31.3091,26.7267,17.9044,14.8674
pan_gene_30404,NA,2.15011,3.43231,3.28559,3.79524,2.94565,7.87403,2.71695,3.46073,2.38559,3.88942,3.25884,1.78638,2.38439,2.12155,2.08519,2.98122,6.18115,4.74473,3.19622
pan_gene_30405,11.9117,16.2714,13.2765,10.9663,11.5851,18.1494,11.2122,13.2579,9.1731,14.4101,15.0189,13.504,12.3303,NA,15.7023,14.4303,12.9068,11.0352,15.103,10.9986
pan_gene_30406,NA,2.09683,NA,4.29035,NA,4.95773,2.00325,1.8063,3.76726,NA,2.49119,3.64731,NA,3.3073,3.17629,NA,NA,4.36822,6.46989,5.13103
pan_gene_30407,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.424023,NA,0.544531,NA,NA,NA,NA,0.431221,NA
pan_gene_30408,NA,0.596548,NA,0.926471,0.739541,0.706148,0.357158,2.07298,0.322048,0.739573,0.188739,2.14617,2.45562,1.93632,1.69365,1.02406,NA,3.25184,1.82266,0.226045
pan_gene_30409,253.42,262.488,259.952,228.452,267.572,217.871,315.839,323.228,271.275,182.714,263.698,248.498,198.435,222.972,242.983,173.589,205.979,259.598,228.983,260.292
pan_gene_3041,0.181572,0.445873,1.61395,0.441855,NA,2.17404,0.205524,2.10662,0.214206,0.298459,0.197226,1.56998,0.510938,0.299686,0.648787,0.408903,0.695286,0.838242,3.374,2.13457
pan_gene_30410,22.6336,9.74712,21.9074,17.8038,NA,17.7486,15.3206,13.4212,15.6468,17.6359,10.1072,14.6564,10.5733,13.4062,16.8383,8.52332,20.3498,19.523,NA,14.1342
pan_gene_30411,4.03658,5.53079,4.80885,3.60258,NA,3.38424,1.08398,1.21994,4.13749,4.11926,1.92689,7.03957,3.34953,0.865854,0.268607,1.32427,7.85247,0.855056,21.6233,NA
pan_gene_30413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_30414,7.58383,9.91853,11.9922,12.8144,12.1976,15.7755,8.66053,10.1237,4.62907,6.2599,6.10592,7.23644,8.44153,8.8441,10.4378,8.2946,10.6099,10.7565,13.6289,14.7242
pan_gene_30415,19.3108,44.1446,50.9085,31.2789,22.5044,43.6028,30.4398,29.3949,18.8113,26.8816,27.7141,26.1012,37.092,21.9885,40.3815,25.2988,35.7057,15.098,19.6889,22.0675
pan_gene_30416,NA,NA,13.262,13.1808,13.5174,13.1366,13.9454,NA,11.9155,13.0673,10.7817,13.144,NA,10.9564,12.2218,NA,12.9015,NA,12.5672,13.8049
pan_gene_30417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_30418,0.197617,0.13966,0.398169,0.548402,1.22201,0.667446,0,0,0.301899,0,0.273387,0,0.214961,0.162578,0.133668,0.11437,0,0.582021,0.590062,0.156496
pan_gene_3042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pan_gene_30421,31.2083,NA,NA,80.539,NA,41.5428,12.872,NA,23.779,NA,34.6705,5.36638,32.0369,28.2349,NA,25.2455,15.821,NA,157.915,108.029
pan_gene_30422,NA,120.207,72.6033,74.6532,114.275,94.7847,77.4857,91.3524,78.2118,57.1839,92.408,91.6505,74.6531,95.2527,72.7602,65.8032,70.0586,NA,78.73,107.001
pan_gene_30423,NA,NA,0.462661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_30424,51.6761,47.9491,45.7842,59.6036,51.1875,46.0139,42.2269,63.6733,41.7212,64.0634,52.6889,46.5487,53.4471,56.3375,49.5283,72.1606,64.5077,47.1814,55.6017,38.2717
pan_gene_30426,0.0344266,0.0203651,0,0.0214493,0.0578938,0.0150744,0,0.0635105,0,NA,0.0739738,0,0.0748028,0.0406732,0.365206,0.0626883,0.0861354,0.373854,NA,0.251951
pan_gene_30427,NA,0.291937,0.0744614,1.0845,NA,0.0527082,0.0865565,1.90724,1.54066,0.232093,0.492444,0.148175,NA,0.873281,1.19716,NA,0.21254,1.91032,0.122644,0.779308
pan_gene_30428,1.57335,4.64903,4.36387,9.15154,3.3622,1.73761,4.41315,10.6724,6.74362,2.09818,6.84392,NA,2.11518,5.00481,3.20804,2.92667,5.97266,2.6482,5.22692,4.71609
pan_gene_30429,NA,21.9837,NA,18.3567,22.5132,44.0442,22.7551,52.1252,25.1595,38.9168,29.9685,23.8695,35.4737,28.8084,32.0515,39.4923,45.3823,32.038,19.9071,20.7207
pan_gene_3043,1.58411,2.4859,2.79287,2.22293,2.71843,2.56065,1.78979,2.45227,2.25089,2.43971,2.52548,2.78743,2.42238,2.77678,2.60733,2.30169,2.35625,1.83816,2.93181,2.73595
pan_gene_30430,26.7885,NA,NA,16.7669,17.1478,32.7095,18.3183,35.1113,13.761,18.4546,28.3511,NA,33.4179,24.2135,29.1865,25.7788,29.1114,NA,NA,29.2659
pan_gene_30431,NA,36.3068,26.6967,43.6014,37.8838,23.0341,49.2168,52.788,26.753,20.8627,13.9799,6.047,74.7048,24.6595,63.1827,69.4003,86.964,28.1234,18.8765,22.9333
pan_gene_30432,38.3923,41.9097,36.7327,53.7807,24.6226,38.7997,NA,44.056,28.9229,26.4107,35.1525,36.0816,39.2474,40.8564,52.4298,40.0789,39.7888,81.2409,NA,29.0238
pan_gene_30433,7.57884,8.72232,5.32627,6.99509,8.03743,4.28394,8.22514,8.51152,9.11025,6.58349,7.37041,8.61229,6.58276,8.20157,7.14491,7.34217,10.5041,6.33417,7.11073,6.57204
pan_gene_30434,8.45351,NA,5.29708,NA,8.16683,5.33492,7.83939,NA,5.53455,6.88068,5.37911,NA,9.04172,5.02548,NA,4.7444,6.85546,8.71388,10.4148,NA
pan_gene_30435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_30436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.31618,NA,NA,NA,0.0994065,NA,NA,NA,3.85859
pan_gene_30437,11.2846,16.7316,8.13812,15.3547,19.2449,15.3956,13.5573,16.4397,17.1948,16.2509,19.1961,11.5028,16.7047,15.4649,15.6382,9.67036,12.9706,8.7404,13.3321,18.1758
pan_gene_30438,6.70688,4.15758,3.63053,4.67833,5.74034,3.98063,5.304,7.01132,3.89113,7.97285,7.48423,11.9139,6.75887,7.78984,17.8996,11.7553,9.65195,10.7938,9.69362,6.96624
pan_gene_30439,10.4665,NA,7.50302,20.8005,NA,NA,16.678,NA,NA,NA,NA,NA,NA,3.62931,12.1982,11.5945,20.6108,20.7591,19.7373,10.3306
pan_gene_3044,1.43259,0.711521,2.13144,4.46104,0.561934,1.20918,0.914939,1.94551,0.63062,6.14269,1.87541,5.44086,6.17276,2.85278,3.06898,4.33018,5.55863,6.17266,5.00321,2.38069
pan_gene_30440,1.26414,0.970916,1.68182,0.324806,1.082,0.00987977,0.676328,0.0238928,0.586156,0.394563,1.74838,1.08543,0.157097,1.9063,0.297698,0.255079,0.430949,0.464477,0.821422,0.339527
pan_gene_30441,2.30161,2.16457,3.48807,3.22582,4.54579,1.43253,3.94842,3.17172,3.24967,1.224,2.41676,2.29892,2.9823,3.65868,3.63533,2.06895,2.93833,2.3053,1.92241,2.63158
pan_gene_30442,0.685777,3.87373,0.446096,0.817787,4.18525,1.4407,0.553884,0.914756,3.0181,0.413642,0.865067,1.1231,NA,0.870795,1.04972,0.537229,0.523334,0.581021,0.248169,1.31695
pan_gene_30443,2.90442,2.30828,2.3662,0.892566,NA,1.59432,2.59475,5.97227,1.63791,3.8184,4.24198,4.95965,4.39295,1.73981,1.68342,1.96103,4.05615,4.03953,0.509592,2.0991
pan_gene_30444,3.04378,3.79549,7.19837,1.36258,4.56446,0.823191,0.559132,1.12449,5.83309,0.332243,0.651983,1.67552,3.77442,0.873645,NA,2.73115,3.9538,0.417772,0.82094,0.894132
pan_gene_30445,19.2424,26.8029,26.9847,NA,22.3098,19.1028,25.0209,26.3249,NA,16.6023,22.396,23.8778,NA,22.8576,25.3957,16.1911,21.4143,16.9105,24.2639,NA
pan_gene_30446,8.24247,11.2269,11.4994,5.33042,9.791,7.61729,11.0406,10.3977,10.9598,7.30509,9.6161,8.58754,7.15356,7.71246,10.1137,6.61583,7.60139,8.37824,8.30278,10.2233
pan_gene_30447,13.4368,20.7962,13.2185,12.5316,11.3954,24.5873,18.1189,22.5647,9.04932,12.8774,12.2968,27.2296,19.8804,18.671,19.8503,19.2054,21.7933,15.0944,11.2672,13.3928
pan_gene_30448,3.64741,8.39243,6.43404,6.48664,8.71046,6.47783,7.35788,8.62711,4.94607,4.10362,4.98411,5.14433,5.83787,6.63341,7.14612,5.17733,6.95206,5.04468,5.52261,5.9413
pan_gene_30449,52.5198,52.7706,42.8796,48.754,41.5041,46.8015,46.4967,54.8661,41.6395,10.4761,48.617,54.6851,53.9368,45.2793,60.4041,47.4821,53.4547,46.6951,48.5447,52.3074
pan_gene_3045,0.993176,5.89322,2.14892,6.07551,1.7121,3.72007,4.76925,NA,1.43702,4.39725,NA,0.828521,3.61562,8.45306,6.7018,NA,9.25309,3.62308,6.42724,4.658
pan_gene_30450,NA,1.8264,0.186479,0.759948,2.17189,2.87084,2.56075,NA,1.89637,0.807474,0.135406,0.724372,1.5835,8.40569,8.55057,4.41211,1.99908,0.478087,0.46898,7.88648
pan_gene_30451,14.2934,10.1946,12.8532,32.7476,15.2421,16.3914,13.5912,14.8725,15.4427,20.8767,11.4756,26.9232,26.5764,21.6177,26.8491,13.8742,24.0253,26.4845,15.2552,12.4641
pan_gene_30452,536.191,474.224,341.974,738.975,719.483,355.468,613.915,509.558,781.934,432.359,522.814,417.223,398.043,453.457,418.647,274.96,307.66,398.102,513.514,558.235
pan_gene_30453,NA,0.27905,0,NA,0.0813181,0.19443,0,0.189924,0,0.0400299,0.0538075,NA,0.170573,0.132249,0,0,0.0957629,0,0.0900237,NA
pan_gene_30454,2.21409,0.381677,3.46521,102.699,NA,39.4437,48.7253,4.18723,3.22472,8.85677,0.439508,36.3381,97.4237,33.9857,6.83382,61.9112,128.961,154.116,12.4816,1.60169
pan_gene_30455,21.0189,20.7802,19.1157,22.0928,24.5281,21.1198,NA,17.5032,26.4252,19.7386,20.9264,16.7738,21.5238,24.6465,18.8896,14.9265,21.4908,15.206,19.2451,19.024
pan_gene_30457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_30459,35.6479,24.72,12.74,29.4486,21.4249,18.5874,30.0508,32.9991,20.5167,9.64438,34.1909,15.8849,21.1075,22.9957,21.0491,19.2154,13.7376,NA,NA,27.027
pan_gene_3046,0,0,NA,0,NA,0,0,NA,0,0,0,0,0,NA,NA,0.101924,0,0,NA,0
pan_gene_30460,14.8616,21.1714,21.2295,34.3043,17.7193,22.857,15.7724,21.0683,15.3013,24.8526,17.1603,19.6361,29.2653,19.7577,28.8814,24.7599,20.579,26.7552,28.3008,18.3375
pan_gene_30461,1.18577,1.79804,0.676704,0.719867,2.22281,1.5299,1.43668,2.2624,1.74656,1.3563,1.3299,0.169526,1.52941,1.22187,1.42086,1.51239,1.83482,1.04191,4.26542,0.54401
pan_gene_30462,12.5815,16.5056,18.8423,15.6068,14.1993,15.7821,11.0199,17.4715,11.112,11.9835,16.4709,15.2551,14.8344,17.0361,19.8906,17.4593,20.1215,15.9626,15.996,13.0805
pan_gene_30463,16.7972,15.0504,8.91266,16.0991,21.25,12.0382,26.5518,19.6309,21.3198,12.2157,27.6506,13.753,13.2258,18.1133,17.5546,9.75193,15.238,16.9688,18.378,11.7484
pan_gene_30464,9.23401,11.7266,10.7848,10.8174,8.99896,7.65266,9.82715,15.3396,11.0657,7.61672,9.6434,17.7535,8.54491,12.0009,12.7882,7.95329,10.709,9.21348,11.0584,7.83762
pan_gene_30465,15.9016,22.5684,21.173,13.7969,19.1661,23.7994,15.2717,21.3026,15.691,16.3737,17.3836,17.5529,17.4751,17.0295,19.2389,17.3684,17.6401,13.2981,16.793,14.5021
pan_gene_30466,83.602,136.247,178.472,85.9676,87.8856,87.4415,127.889,114.34,42.0359,85.4382,115.034,117.785,120.897,74.1187,161.917,97.7529,94.0416,77.1404,71.932,74.8879
pan_gene_30467,496.871,276.009,215.27,406.657,560.192,166.274,589.129,377.379,627.637,201.316,444.974,291.91,295.498,399.408,278.389,173.507,191.905,413.625,428.487,396.008
pan_gene_30468,0,0,0,0,0.0476348,0.689675,0,0,0,NA,0.0424058,NA,0,0.0350009,0.444602,NA,NA,0.560961,0.0359177,NA
pan_gene_30469,39.5874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.3546,23.6128,15.4582,NA,NA
pan_gene_3047,0,0,0,0.292654,0,0,0.130588,0.0825003,0,0.159338,0.486209,0.0402615,0.0145692,0,0.133827,0.266157,0.445262,0.450122,0.577447,0
pan_gene_30470,8.94476,6.27988,52.1253,32.7997,9.16406,6.29918,6.26847,8.15308,3.96067,137.957,9.44837,25.9567,8.39653,35.8804,6.1649,2.82964,6.58253,11.4156,5.75519,NA
pan_gene_30473,460.321,411.835,NA,417.669,497.791,234.924,550.191,414.881,440.324,378.787,478.347,477.465,373.673,313.391,309.91,287.003,270.039,268.219,369.68,439.257
pan_gene_30474,0.900787,1.60185,1.27439,0.24492,150.494,2.38068,0.953916,0,0.416458,0.069872,0.877311,0.0830482,0.279896,1.74669,0,2.23675,1.44717,0.118236,1.48608,7.14982
pan_gene_30475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_30476,10.9527,12.7949,9.41621,NA,9.39388,8.39385,12.364,9.23304,NA,NA,10.0568,7.05863,6.73681,NA,NA,NA,NA,9.10396,9.128,8.62138
pan_gene_30478,0.0418107,0.0253891,0.0720939,0,0.0165712,0.156781,0,0,0.0267297,0.156801,1.25354,NA,0.497191,0.114203,0,0.681814,0.338013,0,0.544091,1.44129
pan_gene_30479,2.66873,5.62419,4.69049,3.79945,2.82207,7.16478,4.06512,6.44089,4.13881,5.68346,NA,4.78706,6.06362,4.8964,2.66896,6.21232,5.87857,3.87419,4.69702,5.49188
pan_gene_30480,1.36578,2.51804,3.37719,1.57592,1.50221,2.51933,1.36334,2.91778,0.686221,2.17409,1.1032,1.85919,1.24524,2.14724,2.46409,3.55579,4.06496,1.18505,2.04069,1.1304
pan_gene_30482,332.046,434.997,302.869,241.651,391.765,339.297,315.028,398.656,298.731,360.128,216.166,281.157,237.012,310.193,251.11,252.885,179.116,239.264,219.496,340.968
pan_gene_30483,8.17691,2.56758,NA,NA,10.6926,NA,8.8263,NA,3.30345,21.6625,4.35089,NA,6.97507,12.4865,10.8417,21.9005,18.3698,8.71844,6.41754,3.26543
pan_gene_30484,17.1598,NA,NA,12.5186,NA,NA,NA,24.4894,NA,NA,NA,13.7313,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_30485,5.93678,7.76119,NA,7.71533,6.7229,9.83349,9.97268,8.26284,NA,9.05313,5.91678,4.65222,9.48245,7.24249,5.38369,NA,5.46239,NA,8.80239,7.00004
pan_gene_30486,9.54366,NA,13.262,13.4918,9.20316,NA,10.1934,14.3194,7.36212,11.8324,9.29637,12.7153,12.4645,10.5566,14.2877,14.4054,13.9638,10.1513,12.8404,11.448
pan_gene_30487,0.127971,NA,0.558217,0.529412,NA,NA,0.462173,0.211792,0.647007,0.0516192,NA,0.0651585,0.18116,0.0486466,0.785302,0.353338,0.186774,NA,0.0617832,0
pan_gene_30488,120.587,183.141,205.843,91.6552,208.373,194.888,172.602,114.722,121.83,143.424,166.369,141.095,72.6873,87.5115,101.395,78.1868,119.419,123.788,144.633,91.6831
pan_gene_30489,83.0559,73.5713,79.1534,64.5076,100.97,83.7239,92.3809,73.5628,74.3665,66.8008,78.4504,74.9662,71.177,49.548,74.4021,60.6136,60.1083,66.7624,77.9343,74.8054
pan_gene_30490,14.5417,16.4086,13.9628,14.0099,15.8334,13.9683,10.9627,14.9951,11.8002,11.0493,12.9717,11.6118,13.9216,11.1429,13.4044,11.7287,12.8892,9.30369,13.1701,19.6569
pan_gene_30491,59.039,43.3014,39.9954,7.51853,44.6385,59.7277,54.916,16.4451,10.1187,34.6829,66.4529,50.6289,40.8943,35.4544,27.8364,50.7107,39.2593,40.6222,54.9935,46.7128
pan_gene_30493,47.6472,35.3914,50.7793,26.827,37.9237,51.2572,32.2824,42.5223,32.3499,31.4407,46.9169,50.4859,44.7529,NA,52.3824,28.0993,38.604,21.1868,41.7422,47.8822
pan_gene_30494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_30495,17.5895,17.1131,33.147,10.5308,10.824,11.7163,15.6575,21.3102,11.9295,18.2161,14.0528,14.0904,15.385,10.7794,25.3152,8.5223,17.6089,26.504,13.8612,9.19651
pan_gene_30496,7.42922,8.16219,4.8602,6.38851,NA,6.79673,8.65732,6.95219,7.09076,6.21164,7.48589,6.65288,5.05052,8.44526,6.97422,4.42654,7.23206,5.40336,7.14443,5.55198
pan_gene_30497,0.0955827,0.0425861,0.0845197,0.111259,NA,NA,0.18441,NA,0.0923173,0.127996,0,0.204693,0.245753,NA,0.0700316,0,3.05572,NA,2.37205,3.09854
pan_gene_30498,6.68295,7.91196,9.39777,6.38531,NA,16.2497,7.97027,4.68814,5.26251,6.08531,7.23553,7.35852,6.15529,6.36396,8.08013,7.58263,8.88349,5.78685,11.6027,8.14818
pan_gene_30499,NA,NA,15.7771,NA,NA,21.348,11.9073,14.7179,6.02527,15.7794,NA,11.8098,NA,NA,16.5386,13.7634,13.509,10.4249,NA,12.3046
pan_gene_305,NA,NA,298.383,NA,245.201,188.724,222.707,200.877,177.061,NA,197.798,185.707,NA,162.72,NA,166.752,158.448,NA,NA,NA
pan_gene_3050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_30500,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_30501,0,0,0,0.530985,0.717088,0,0,0,0.407662,0.179714,0.0921512,0.149522,0.14989,0.0689635,0,0,0,0.0483078,0.0523757,0
pan_gene_30502,22.2171,11.1601,14.779,17.3886,NA,NA,NA,10.169,20.7049,9.4228,8.8001,20.6441,7.93729,13.2014,12.8125,35.8908,33.6093,11.5558,24.53,15.3633
pan_gene_30503,13.2954,9.62736,13.0857,8.50096,9.10267,14.8204,9.96594,12.1427,8.68247,14.7666,7.18613,10.8099,8.50696,10.1528,11.5865,14.3435,13.5981,7.87329,12.7799,11.4125
pan_gene_30504,5.41217,1.89428,19.1683,5.33456,1.92737,5.35884,4.53191,6.14376,8.57917,14.7306,10.4384,20.4133,22.6414,24.8272,5.11588,24.4621,8.44727,53.2986,18.9141,0.729614
pan_gene_30505,NA,0,0.161654,0.14942,0.236139,0.0398482,0.221843,0.653489,0.691439,0.114972,4.25877,0.381851,0.0990009,0.383672,0.646192,0.416821,1.75122,0.41696,4.21143,0.0480311
pan_gene_30506,160.906,223.89,252.745,183.554,181.438,270.594,122.098,239.531,120.798,175.437,183.641,153.44,169.29,154.128,332.842,230.308,340.217,161.155,169.012,197.79
pan_gene_30507,12.443,12.7533,15.4374,13.4938,NA,10.684,16.7098,15.8223,14.9937,11.0239,13.1343,13.4904,8.70234,13.9096,12.2809,7.68057,10.0136,13.2455,14.3363,14.7228
pan_gene_30508,11.6503,14.8431,12.839,11.938,10.5962,13.3577,8.45421,13.2384,8.38031,8.17269,8.58405,10.8066,9.33158,9.63678,12.987,10.4162,14.059,NA,11.8846,11.1009
pan_gene_30509,125.983,114.319,149.909,73.0694,114.096,125.648,91.8445,127.835,100.756,139.149,115.105,179.868,84.2189,132.846,106.94,128.509,253.927,115.303,164.194,94.8942
pan_gene_30510,48.0579,60.8626,48.4905,36.9547,49.6404,52.051,39.6181,54.8347,41.9593,41.287,30.7243,41.2738,35.2313,54.1423,NA,38.2495,48.8522,51.896,37.4731,58.7748
pan_gene_30512,5.24331,7.55602,5.01118,3.42184,5.2582,13.3868,5.4244,9.88534,7.51144,2.32234,2.32434,6.9515,8.26057,2.74222,10.4879,3.72433,4.52243,8.04169,4.47161,3.9613
pan_gene_30514,0.620216,1.13109,1.67631,0.949766,0.700342,1.42312,NA,1.27001,2.45198,1.10848,0.427486,0.373864,0.588314,0.571332,NA,1.04431,0.984126,0.293352,1.25723,0.33618
pan_gene_30515,2.94075,NA,NA,8.33824,11.3329,NA,9.00321,NA,NA,4.33206,14.6074,5.33594,9.35265,6.9108,3.99018,NA,NA,7.22488,9.52938,5.35896
pan_gene_30516,NA,NA,NA,NA,NA,NA,0.0526067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
pan_gene_30517,53.4443,74.9006,91.5417,83.2716,138.93,68.4864,61.2304,125.284,124.742,NA,NA,69.6037,58.41,104.202,92.5098,59.1918,87.0786,38.7932,99.9245,127.066
pan_gene_30518,NA,0.0801203,1.72698,NA,NA,0.180767,NA,NA,6.61901,5.19216,NA,67.1931,NA,27.9392,2.20574,2.52318,6.29019,NA,5.99205,NA
pan_gene_30519,41.2358,62.1705,50.497,43.9678,NA,46.3976,NA,61.7328,35.0748,36.996,43.8516,38.8034,37.6197,45.8042,50.8725,41.6,54.2942,40.3874,36.7902,54.9649
pan_gene_30520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_30521,1.15696,NA,0.46394,7.53671,10.4066,14.2891,0.352082,0.363581,NA,2.77701,1.91784,30.11,0.305318,0.229527,1.2781,0.0612811,1.17463,0.349966,22.3255,1.46822
pan_gene_30522,35.1202,45.0727,25.134,39.2769,29.7261,31.4705,39.7647,37.0779,36.0454,22.9125,44.0053,36.6781,34.6758,34.5431,40.0065,28.1149,30.9221,30.171,34.3458,41.011
pan_gene_30523,NA,NA,0,0,0,0,0,0,0.0911003,0,0.202188,0,0,0,0,0.22794,0.0372733,0,0.034049,0
pan_gene_30524,0.376682,0.493742,0.829644,NA,0.221217,NA,0.434722,NA,0.200724,NA,NA,0.181473,0.206893,NA,NA,0.356165,0.50406,0.255005,0.474596,NA
pan_gene_30525,172.762,145.624,310.351,254.831,216.208,103.659,317.485,NA,204.127,47.0911,121.49,190.762,75.4072,256.53,186.946,76.6217,243.242,405.06,137.785,169.115
pan_gene_30526,12.2231,20.9213,25.5812,10.0807,25.5051,17.7551,17.9557,NA,25.8353,16.652,14.7461,13.2625,14.415,8.89259,12.4268,17.3669,16.8082,16.7979,17.4478,19.5198
pan_gene_30527,10.6668,14.1615,13.4797,8.75411,14.2757,NA,11.4681,13.8128,NA,NA,9.61012,8.8406,11.6991,9.82408,8.79935,14.0724,23.409,NA,13.4206,12.042
pan_gene_30528,17.1894,17.9842,22.7164,14.6045,20.5119,16.7481,17.7822,16.1111,17.8528,NA,22.7126,18.7406,7.40117,26.7146,23.4636,15.2757,20.4545,17.6591,16.454,26.0357
pan_gene_30529,0.187778,0.444853,0.084228,NA,0.219267,NA,0.0492103,0.703547,0.110595,NA,0.0503817,0.488786,0.0522231,2.62459,NA,NA,NA,NA,5.61718,1.63654
pan_gene_30530,0.331231,0.027523,0.275127,0.188539,0.130049,0.412463,0.200394,0.403203,0.151218,0.206101,NA,0.264897,0.297152,0.286589,0.140848,1.40578,0.553284,0.186267,0.329052,0.375516
pan_gene_30531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_30533,21.1782,18.7755,22.6752,21.8733,37.7738,35.659,13.5363,20.452,25.6188,55.1455,15.0821,0.551631,9.68131,31.3288,9.26541,18.9208,67.2883,51.0087,30.6563,55.63
pan_gene_30534,34.0733,49.2168,56.7998,22.4685,56.6514,63.6049,24.179,61.38,50.4739,55.6626,68.8564,90.4035,62.2475,68.4758,77.7571,86.7311,33.7219,28.5766,24.1556,81.0321
pan_gene_30536,14.5458,9.8658,7.72512,9.44867,6.67586,10.7396,5.53542,11.1925,4.66433,3.07726,5.75377,6.2408,6.58152,11.5197,NA,6.09817,8.30903,7.71719,6.85699,11.334
pan_gene_30537,3.24537,0.995487,3.70939,NA,3.31281,5.13787,NA,3.88846,NA,NA,1.47841,3.36952,4.33975,2.90546,NA,4.38894,4.11714,2.80363,3.3938,3.85136
pan_gene_30538,26.5184,48.4004,19.1081,20.9022,NA,15.0422,30.3632,29.8348,14.9259,21.0292,26.7511,22.8488,24.7121,11.4755,11.0915,25.5503,21.4218,20.2045,18.0555,24.9212
pan_gene_30539,4.15315,4.85896,4.15073,13.9464,NA,4.45952,1.14034,NA,0.844571,10.8341,4.64027,4.42146,23.4258,10.4668,7.05303,38.6114,24.0721,31.2628,NA,NA
pan_gene_3054,NA,1.16464,NA,NA,NA,NA,NA,NA,NA,0.170123,0.600837,NA,0.225039,NA,NA,NA,NA,NA,NA,NA
pan_gene_30540,23.1593,27.2452,NA,23.3595,NA,17.1829,23.7597,31.2924,21.4212,19.2922,25.0596,25.5842,15.1488,23.7182,22.8516,16.3919,20.3796,23.8097,24.1738,23.9119
pan_gene_30541,0.0178084,0.155387,0.0528946,0.0289064,NA,0.079976,0.0259018,0.0346743,0,0.0514907,0.102035,0.128113,0.364743,0.110043,0.160266,0.0249486,0.0434571,0.0884295,0.145637,0.0474695
