,B73,Tzi8,Ky21,Ms71,Oh7B,Oh43,M37W,Mo18W,NC350,HP301,Il14H,P39,CML69,Ki11,CML322,Ki3,CML103,Tx303,NC358,B97
pan_gene_17048,35.9876,35.9876,31.2958,24.1011,44.1603,39.9854,41.8743,38.5477,37.4349,32.917,38.2778,45.8938,29.1571,29.5025,32.4424,31.0419,39.7374,38.3943,46.3788,29.2246
pan_gene_17050,0,0,0.0414748,0.0698623,0,0.144965,0,0.0937551,0.029645,0,0,0,0.361706,1.09482,0.0838777,0.375399,0.285834,0.246023,0.151384,0
pan_gene_17051,13.2554,13.2554,10.1192,15.5344,11.4017,9.11291,11.8505,11.954,12.7502,14.5356,16.651,15.9201,11.6623,13.2048,11.8716,10.2449,13.9735,12.5649,12.3885,15.6935
pan_gene_17052,14.9949,14.9949,14.0124,11.7826,16.4347,15.5073,10.4686,14.2328,13.4719,14.2684,5.94109,8.53087,12.3782,19.0922,12.7053,9.14945,18.2091,12.6456,15.2899,17.1089
pan_gene_17054,4.24373,4.24373,4.48449,3.79401,5.96426,3.10406,5.82079,5.78184,4.60497,4.55786,4.8061,5.63776,6.37383,6.18297,5.72536,4.86206,6.75766,4.29769,7.80536,6.76478
pan_gene_17055,2.91222,2.91222,NA,1.9458,3.90583,1.59186,5.54742,4.05368,2.85612,1.79115,2.95192,3.57787,2.84947,NA,2.99209,2.3669,4.20922,NA,0.0668935,3.558
pan_gene_17056,0,0,NA,0.195667,0.123684,0,NA,0.0621574,0.102819,0,0,0.0577055,0.0510225,0,0.103444,0,0,0.206577,0.536789,0.0804933
pan_gene_17057,0.610931,0.610931,0.29259,0.145935,0.123375,0.633976,0.551524,0.253061,0.575774,0.465348,0.860155,0.299004,0.755133,0.144455,0.527357,0.518692,0.249729,0.534561,0.943895,0.233774
pan_gene_17058,0,0,0,0,0,0.0605637,0.0490634,0,0,0,0,NA,0.0812654,0,0,0.310438,0,0.281962,0,0
pan_gene_17059,59.6568,59.6568,34.767,23.4252,31.0091,24.052,57.5553,42.6829,44.6426,43.5012,29.7672,15.5168,52.1744,44.7638,44.1153,52.0343,26.7764,NA,61.6369,45.7868
pan_gene_17062,6.23641,6.23641,5.51286,4.49675,1.64316,0.645429,4.58898,3.87157,9.40681,5.2633,3.09489,NA,6.10429,6.09907,4.72337,5.66476,15.478,5.46558,13.3936,6.21906
pan_gene_17064,27.1341,27.1341,163.166,26.8793,23.0192,19.2614,26.9394,134.468,22.4003,26.6116,31.9365,16.46,22.7095,27.6345,NA,21.8213,39.684,20.4916,28.7688,106.69
pan_gene_17065,7.32389,7.32389,23.0843,13.2783,59.0809,84.7594,1.99114,108.745,19.0279,27.6328,4.88093,21.6546,3.26331,12.2081,58.6713,3.83774,4.79008,27.7185,41.7461,2.04686
pan_gene_17066,106.821,106.821,60.2332,77.1219,67.5937,59.3612,99.9534,0.198397,89.9694,82.2428,162.791,131.775,0.385969,5.22686,108.211,117.876,0.174585,95.6934,83.6997,112.27
pan_gene_17067,5.8493,5.8493,7.62764,15.0635,18.4308,19.5412,7.49818,6.65344,8.65688,7.31566,6.66789,7.2397,4.3785,11.0898,7.26265,10.4833,9.19647,10.0369,7.87035,6.3105
pan_gene_17068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_17070,251.825,251.825,208.196,197.358,184.159,141.832,279.996,226.584,251.204,193.097,323.501,259.058,309.443,236.258,260.474,357.117,198.027,241.539,191.141,262.36
pan_gene_17071,7.34582,7.34582,78.2606,61.1446,43.1253,58.8454,11.1026,154.931,21.6458,5.82324,64.7183,151.607,108.886,51.3652,104.1,44.91,32.215,251.505,28.6148,3.07761
pan_gene_17073,NA,11.9671,13.8465,19.6567,19.6894,24.7729,3.91599,16.5843,7.57394,15.5969,6.90573,12.9755,NA,9.74737,15.4277,12.3499,7.41981,17.2179,6.09994,16.0322
pan_gene_17074,0.297565,0.297565,1.64819,8.17084,12.8329,18.6989,1.21965,1.22483,1.46511,0.789106,0.783231,32.0955,NA,NA,9.86097,1.93614,1.49546,17.2717,6.79313,0.0743974
pan_gene_17075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_17076,8.12315,8.12315,102.262,168.556,129.875,92.5461,16.6473,84.5696,39.1651,35.7345,21.7596,137.277,9.04328,32.8406,200.002,17.5355,53.9808,80.9326,106.492,3.93424
pan_gene_17077,NA,86.993,193.389,120.759,NA,258.919,197.739,144.449,207.225,147.625,208.949,332.274,157.51,239.589,163.272,170.379,234.273,151.683,123.272,208.76
pan_gene_17078,21.2415,21.2415,23.1057,24.3058,34.0599,25.4754,21.42,25.9017,29.6149,22.5503,17.75,34.6396,22.4967,26.5844,28.6359,27.7942,34.3307,30.1161,35.3488,21.5445
pan_gene_17079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_17082,NA,0.196207,0.142854,0.347463,0.831365,0.613534,1.99788,NA,0.56038,0.90637,1.73755,1.15411,0,0.923526,0.279908,0.174858,0.271565,0.194276,0.776479,0
pan_gene_17083,0,0,2.06264,0.478474,0.0687324,0.0498401,0.0850626,NA,0.352871,0.326507,0.336888,0.10917,0.0570634,0.521876,0.174417,0.15318,0.154863,0.200781,0.496447,0.223384
pan_gene_17084,21.215,21.215,23.254,24.8869,31.4717,14.0602,28.2665,14.8406,17.724,42.8993,15.8057,14.7738,21.8403,31.1769,9.9974,16.6077,11.3765,12.5616,16.0782,18.9305
pan_gene_17086,0.950383,0.950383,0.929915,0.276208,0.754321,0.25785,0.143062,0.0960873,1.02976,0.801606,0.0188786,0.152093,NA,0.224662,2.98207,0.170076,0.174437,0.226022,1.00855,0.154329
pan_gene_17087,1.48166,1.48166,0.133147,0.295647,0.284242,0.180885,0.723603,0.158053,0.724936,0.183819,0.0676474,0.093984,NA,0.167129,8.95339,0.630315,0.343198,0.0419243,0.853461,0.439575
pan_gene_17089,7.69391,7.69391,9.91942,8.02797,8.18291,7.23689,7.94203,10.1177,7.3486,9.30296,6.86175,8.30368,6.70983,9.44863,8.22413,6.15641,9.67957,10.0497,8.36696,10.3641
pan_gene_17090,30.8906,30.8906,29.3468,18.6557,28.0039,30.7893,18.7659,36.928,25.1727,38.0492,16.5601,19.4281,18.7091,29.3885,27.0525,22.6189,36.7824,25.4605,26.8245,20.8191
pan_gene_17092,0.105036,0.105036,0,0.0140547,0.177046,0.0290512,0.0931463,0.243471,0.464633,0,1.05781,0.342937,0.0670293,0.382932,0.0502652,0.348328,0,0.0797353,0,0
pan_gene_17093,0.0308138,0.0308138,0.105746,0.0206187,NA,0,0.0345429,NA,0.0176826,0.102857,0,0.112237,0.0825657,0.0576385,0.122982,0.143188,NA,0.0308272,0.147822,0.617022
pan_gene_17094,17.8274,17.8274,12.2975,14.757,15.1236,16.0458,23.7703,13.0149,13.2379,18.5465,19.3584,23.0228,28.4672,25.8913,11.241,20.5487,17.3223,16.2951,14.397,14.6309
pan_gene_17096,8.63118,8.63118,7.40775,5.06357,7.5865,6.98768,5.30266,8.37596,5.32635,11.4069,4.17872,4.27478,4.74346,7.59354,4.71944,3.5228,7.89386,7.27387,7.60413,6.51385
pan_gene_17097,1.55821,1.55821,41.6056,22.6442,32.5799,70.8016,2.75945,56.3338,16.0292,4.59768,6.86636,63.3331,2.32058,16.2251,73.7531,4.04184,40.5684,43.6341,33.5967,1.17067
pan_gene_17098,NA,14.1136,14.9556,15.8642,17.6458,13.2065,14.8632,19.5245,13.8018,15.8844,8.37516,8.4744,14.4668,13.1965,15.3947,6.40179,17.7414,11.989,20.5887,14.0422
pan_gene_17101,73.5366,73.5366,52.4148,95.809,65.9777,58.4827,76.3837,63.2029,73.8309,85.2683,93.0845,55.246,66.9061,73.7668,64.3602,90.0016,66.5511,68.5011,66.0716,68.5399
pan_gene_17102,14.8264,14.8264,NA,10.7685,13.98,10.9573,18.6615,8.7213,23.8303,16.0772,22.9477,23.5905,18.5862,35.1625,14.8738,18.1557,20.1789,8.75024,29.1876,26.1697
pan_gene_17103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_17107,14.9074,14.9074,9.6541,6.92903,13.3183,10.7237,10.5355,NA,11.8088,15.2079,10.1244,11.3566,12.6529,15.1709,10.2546,9.03194,13.3352,9.99358,NA,15.8761
pan_gene_17110,19.3672,19.3672,11.2295,11.2343,11.5221,8.77855,15.5365,17.9397,16.3846,11.6494,12.1212,10.5165,15.7317,24.9964,12.2573,10.8986,17.3541,10.9198,18.0071,21.5973
pan_gene_17111,NA,NA,5.02112,NA,NA,NA,5.58865,4.11408,NA,6.47203,7.84778,5.17367,4.05314,NA,NA,4.32012,5.3567,NA,5.89733,9.49754
pan_gene_17113,NA,0.102391,0.0279488,0.0789428,0.0906425,NA,0,NA,0.0160622,0.0839973,0,0,NA,0,0.176518,NA,NA,NA,NA,0.0281779
pan_gene_17115,0.767767,NA,NA,NA,NA,9.94586,0.0220484,NA,0.0231141,2.15117,3.63986,0,NA,NA,0,2.37998,4.28418,0.334804,0.11835,37.2343
pan_gene_17116,39.4171,39.4171,53.8321,18.1757,44.6665,32.4896,41.6304,45.6301,36.43,31.5104,41.4985,27.779,61.9961,52.5124,37.2454,33.4399,51.5095,48.0815,45.805,53.4311
pan_gene_17117,35.8181,35.8181,15.7968,15.38,23.9591,18.9389,30.6828,34.1678,32.31,27.3306,29.8423,20.8492,44.7593,38.4218,48.387,38.6549,21.0646,32.8236,35.1064,46.3197
pan_gene_17118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_17119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_17120,26.0767,26.0767,7.00158,14.0247,24.7006,16.097,12.207,1.97731,6.45342,5.19029,14.2587,3.32374,25.4345,7.16325,4.33118,30.7332,0.910039,71.8167,2.43577,8.97998
pan_gene_17121,49.9881,49.9881,56.0239,58.0406,41.2335,52.3949,39.0916,39.8467,42.0105,39.1498,27.7178,55.2031,19.2097,33.7473,23.4824,37.7685,27.1382,55.3119,43.3995,29.0545
pan_gene_17122,0.195343,0.195343,0.147417,0.300849,0.901289,0.70023,0.467077,0.360081,0.277014,0.518915,0.112628,0.456166,0.242907,0.13579,0.0548402,0.170581,1.05586,0.311919,0.186523,0.353578
pan_gene_17123,29.3314,29.3314,NA,19.7012,14.7995,16.9384,NA,15.1789,15.1783,20.907,16.7248,NA,16.3861,17.9302,20.0746,22.4242,16.9531,21.7732,21.4851,21.3296
pan_gene_17124,1.22476,1.22476,1.56953,1.04282,1.57398,0.958993,NA,2.21098,2.63562,2.62123,1.254,3.51186,0.686305,1.00499,0.689959,3.3213,1.68319,3.23349,0.942983,0.791044
pan_gene_17125,24.1716,24.1716,18.4639,19.5295,31.6113,23.6087,20.5835,18.1113,NA,30.2261,16.8482,19.6786,26.0132,31.2494,16.3564,17.0566,25.7862,24.802,28.4282,33.6973
pan_gene_17126,NA,0,0,0.11577,0.165603,0.0468931,0,0,0.0217164,0,0,0.0732253,0.0352394,0,0.143994,0,0,0.249967,0,0
pan_gene_17127,NA,NA,0.536342,0.31488,1.34042,2.63669,0.408784,NA,0.454214,0.386434,NA,NA,0.174772,2.5276,2.52138,0.228831,3.68549,0.0841923,0.955155,0.465201
pan_gene_17128,NA,49.207,47.622,65.6178,52.5626,46.7019,7.24661,51.8253,64.6615,54.5928,79.4199,66.0533,NA,59.6421,60.7559,77.5712,62.5613,92.7078,45.6529,66.3246
pan_gene_17129,0,0,0,NA,0.0452474,NA,NA,0,NA,0,0,0,0,NA,NA,NA,NA,0,NA,0
pan_gene_17130,0,0,NA,0,0,0,0.0537964,0,0,0,0,NA,0.123241,0,0,NA,0.0352776,0,0,0.038269
pan_gene_17131,NA,NA,0.0286986,NA,NA,NA,NA,NA,0.270175,0.720581,NA,0.050996,NA,NA,NA,0,NA,NA,NA,NA
pan_gene_17132,3.34627,3.34627,3.98752,1.27989,2.30627,1.8763,2.2893,3.19584,2.27506,4.93132,3.79192,2.06177,4.1161,4.81386,1.96031,2.38941,5.06666,4.37393,4.24195,3.66561
pan_gene_17133,NA,15.1186,NA,14.058,15.7426,13.1877,11.1457,14.5545,12.907,12.9428,8.41658,11.143,13.3935,NA,10.9392,11.3794,NA,16.9078,15.545,12.0849
pan_gene_17134,5.78744,5.78744,4.19273,4.37804,6.69199,NA,5.42884,7.60834,6.60312,4.78865,5.59619,4.98823,7.47654,6.26265,NA,5.43194,6.64747,4.698,8.52325,6.45536
pan_gene_17135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.0458193,NA,NA,NA
pan_gene_17139,19.6608,19.6608,21.7408,18.0583,NA,NA,NA,15.2294,11.9708,NA,17.017,24.2495,NA,12.0679,16.3208,7.33185,14.0318,NA,18.6398,24.3953
pan_gene_17140,19.0514,19.0514,20.4536,24.0615,15.4536,20.7593,16.5556,18.126,16.1951,16.5714,15.6768,14.2076,18.1971,20.4567,11.6334,10.2144,22.0803,25.6545,15.9147,12.7745
pan_gene_17141,20.265,20.265,16.0548,17.1695,17.5827,14.9509,22.2478,19.1326,24.9913,18.1495,22.4376,22.9191,NA,25.8413,17.8869,23.2202,20.587,24.3376,14.6845,20.4459
pan_gene_17142,0.30295,0.30295,0.10713,0.194635,0.264665,0.0592752,0.204716,0,0.196468,0.0936596,0,0.116304,NA,0.30161,2.85296,0.412367,0.0487067,0.115626,0.464767,0.189999
pan_gene_17145,163.524,163.524,NA,NA,207.129,NA,NA,NA,169.296,NA,NA,NA,NA,305.432,NA,143.28,NA,117.201,NA,163.841
pan_gene_17146,2.55107,2.55107,NA,67.1188,5.61653,83.8743,71.0145,41.1068,2.29474,NA,2.47218,109.2,39.5929,2.3935,64.664,1.28336,NA,3.29444,94.5742,1.14445
pan_gene_17147,5.73977,5.73977,9.29438,7.60636,8.31713,10.8716,4.35208,7.04176,5.08175,6.84486,4.90521,7.34893,4.69615,6.10065,6.78994,4.71612,8.78714,8.48269,7.84127,5.31385
pan_gene_17153,0.139366,0.139366,0.420982,0.270077,0.0677262,0.202343,0.243448,0.747118,0.243591,NA,1.03494,0.616499,NA,0.0778451,0.106401,0,0.290501,NA,0.253991,0.0921394
pan_gene_17154,0.139732,0.139732,0.0267672,0,NA,0,1.87378,0.189664,2.73246,11.4453,2.87622,0.0381234,NA,0,2.19169,2.92856,0,0,NA,5.00143
pan_gene_17156,7.23478,7.23478,9.67737,5.95026,8.05458,6.32684,9.30529,8.7785,7.35637,11.1632,8.1464,14.8604,6.91428,11.3396,8.50543,9.09268,14.0332,8.92979,8.28605,13.6114
pan_gene_17157,9.44058,NA,7.8429,7.4642,7.05311,5.66356,8.25585,6.75382,9.64196,10.1642,8.20347,6.19335,10.6875,12.8363,9.37319,7.0838,11.7998,6.74569,10.029,13.5841
pan_gene_17158,5.1985,5.1985,5.42448,2.95768,3.86153,3.92716,2.2362,3.87223,5.90685,0.826497,0.492985,3.58086,2.4006,3.10067,4.87717,8.74563,2.24302,5.63254,8.26281,2.97801
pan_gene_17159,NA,NA,NA,NA,1.1882,NA,0.561607,0.505805,NA,NA,NA,NA,NA,NA,0.760842,NA,NA,2.08743,NA,1.95934
pan_gene_17160,45.1314,45.1314,33.7231,35.6973,38.4247,36.4955,43.1197,39.0162,36.2831,37.3554,49.3883,31.9828,47.8886,48.3118,36.8203,31.1562,45.128,38.3266,38.9134,59.8319
pan_gene_17161,40.0933,40.0933,34.3684,21.2833,49.2886,31.559,23.6733,31.0523,25.5274,18.8999,24.487,53.7043,30.5878,27.3017,72.4212,22.9213,22.2617,18.7863,8.57417,14.7896
pan_gene_17162,12.4441,12.4441,12.5871,13.5441,15.3754,14.8429,15.2916,13.6455,14.3246,19.0674,17.0455,15.0296,14.7538,18.2323,14.1738,10.6379,17.2559,13.2162,15.1815,19.1677
pan_gene_17163,25.433,25.433,16.2575,17.9603,18.1614,16.2828,31.3679,21.2152,21.5298,15.7992,31.3082,21.6914,28.1481,26.3016,23.0408,24.3017,19.1162,17.7735,22.6594,32.7487
pan_gene_17164,NA,0.946757,1.6506,1.39387,NA,2.1157,1.01197,0.839293,1.17643,0.771117,2.4892,1.29186,3.37336,1.11715,1.31947,1.33323,1.39309,1.01882,2.80034,2.42898
pan_gene_17165,14.2845,14.2845,14.9619,18.7282,9.61739,9.35799,11.6285,10.464,9.59942,NA,16.7593,16.0577,9.18677,11.7723,6.28147,4.80713,15.4866,10.9479,12.8651,23.0795
pan_gene_17166,NA,NA,NA,6.71754,10.6088,9.52077,3.74079,11.8105,9.53926,5.26879,NA,2.73853,6.5907,2.76192,3.74175,7.56801,4.56044,4.74679,12.1176,NA
pan_gene_17167,35.2735,35.2735,23.8434,18.7556,28.1278,15.6633,26.179,16.9859,27.2295,26.0122,21.2052,20.5482,34.2655,18.818,26.2418,19.2488,17.1257,25.3545,31.5034,33.1481
pan_gene_17168,10.3358,10.3358,14.5346,14.3437,16.5481,15.3724,12.3291,14.9105,14.38,15.2562,14.1847,11.2507,15.7398,19.7287,15.2737,18.5434,15.4062,15.1337,22.4875,14.0461
pan_gene_17169,1.21481,1.21481,0,0.0114608,0.872063,0.171066,0,0.0637092,0.0500352,0.0439614,0,0.0306855,0,0.0670849,0.0280162,0,0,1.07083,0,0
pan_gene_17170,11.5225,11.5225,15.1437,17.0148,12.133,16.4054,10.1193,13.2014,12.485,12.4163,10.6941,14.4452,NA,8.65534,8.76778,9.53431,8.17304,8.64976,11.7821,14.5334
pan_gene_17171,3.80804,3.80804,24.9017,NA,74.7532,83.1271,5.03817,26.716,17.2939,5.11549,NA,95.5473,1.25061,8.62449,12.1348,12.0221,25.8715,NA,17.9794,1.51666
pan_gene_17172,NA,0.765558,NA,7.48908,1.96579,9.99775,8.9904,0.231069,0.932198,6.97272,1.77963,0.909435,0.211531,1.5577,2.44049,7.23396,0.339366,3.46005,NA,0.276058
pan_gene_17175,191.94,191.94,159.399,186.246,153.585,114.205,120.557,198.418,144.169,163.16,169.165,137.945,171.256,200.287,180.794,161.266,191.117,25.8096,137.324,233.247
pan_gene_17176,0.253716,0.253716,0.282029,1.15434,0.331454,NA,NA,1.62378,0.414805,0.273413,0.301368,0.504171,0.833186,0.136318,1.10904,0.793929,0.486057,NA,0.640927,0.740469
pan_gene_17177,20.5083,20.5083,43.9651,39.4196,47.4538,44.2258,25.1966,33.7572,32.8964,23.0955,34.9272,50.6566,31.2182,39.6085,35.7487,24.3215,52.88,38.6742,36.9718,36.1909
pan_gene_17182,5.44409,5.44409,2.79254,4.11707,7.01416,5.04833,9.59833,9.57011,4.33477,5.16082,3.5574,5.79693,3.48771,6.98518,3.73979,2.59919,11.2828,NA,5.37805,7.64001
pan_gene_17183,34.2982,34.2982,22.7724,22.2291,29.0634,24.9419,37.771,30.1129,34.4697,23.8414,45.2874,34.1302,49.7302,49.6609,35.5678,42.8338,32.2751,30.8112,37.0275,46.2326
pan_gene_17184,7.29563,7.29563,0.0144968,0.182334,0.132601,0.0274372,0,0.0320583,0,0,NA,0.0332338,0.128451,0.464781,0.163003,0,0.0371983,0.172227,0,0
pan_gene_17185,62.9598,62.9598,38.0082,47.6169,54.2848,24.615,59.5494,36.1069,37.1848,32.8156,37.0033,28.381,47.1747,66.0306,28.3541,37.9776,53.9051,30.0883,37.563,46.9446
pan_gene_17186,26.6866,26.6866,47.015,34.8998,29.9864,33.3652,49.6596,40.2128,37.4896,36.1701,42.1558,42.3599,34.3806,30.1572,48.2269,54.0679,42.1883,30.482,43.5716,35.3582
pan_gene_17187,15.9902,15.9902,NA,NA,17.6192,NA,15.3431,14.6243,17.5604,18.3146,21.9053,NA,12.7556,21.0432,13.6179,10.3132,19.3871,NA,18.7387,NA
pan_gene_17188,42.5359,42.5359,25.7725,34.1956,31.4209,NA,34.007,36.1777,37.2694,31.3144,101.561,39.8699,42.2786,33.7634,37.3923,39.9134,32.5005,41.6258,29.4327,NA
pan_gene_17189,13.2037,NA,NA,12.0895,NA,NA,16.1637,NA,15.0113,NA,28.303,NA,NA,NA,11.4108,13.3407,NA,13.8479,NA,NA
pan_gene_17190,50.8825,50.8825,39.9627,39.2926,27.7231,24.7684,25.2581,38.1756,40.1347,41.372,30.0914,35.9535,39.3548,38.4187,34.5334,33.3789,48.2114,33.8863,34.9432,43.8687
pan_gene_17191,11.4749,11.4749,7.75172,15.5758,17.8457,13.4818,18.4068,21.4541,18.9677,19.9884,19.99,23.3099,21.8045,21.5269,18.0244,8.80569,18.6737,20.4172,16.6077,22.5057
pan_gene_17192,NA,NA,NA,2.19381,NA,NA,2.91361,3.22182,3.67183,2.69,2.70852,NA,3.09094,NA,NA,2.23574,3.71157,NA,NA,NA
pan_gene_17193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.271684
pan_gene_17194,0,0,0.244139,0.409109,0.124481,0.18374,0.105444,0,0.0497983,0,0.0700579,0.0414913,0.0176993,0,0.0696619,0,0.0482254,0.125488,0.0428834,0
pan_gene_17196,4.84692,4.84692,2.46738,9.94726,32.3484,10.364,11.4898,5.56459,4.13945,13.5006,6.93309,4.75646,2.92479,8.43082,3.32697,5.38607,3.16148,6.50289,4.91477,22.5619
pan_gene_17197,42.8006,42.8006,16.7102,32.0205,38.563,45.9784,33.8391,35.751,35.3235,39.6279,38.8539,28.5234,32.8543,47.5314,49.5605,42.0396,43.8937,42.3075,40.9478,43.0108
pan_gene_17198,NA,NA,0,0,0.0249158,0.0265003,0.174602,0.0747345,0.0608977,0.0108964,1.56788,NA,0,1.67321,0.680457,0.360877,0.0745263,0.0905196,0.119381,0.0551338
pan_gene_17199,NA,6.74998,9.97447,13.6326,15.0381,21.1887,17.3878,3.00968,14.1056,17.9884,11.2357,26.595,14.3126,18.1153,25.0374,24.2753,17.5555,22.0214,2.86501,7.02003
pan_gene_17201,15.2781,15.2781,14.1963,12.645,11.844,11.9578,12.953,14.2886,11.7172,14.919,13.068,11.8663,NA,20.26,9.61927,11.5759,16.9857,13.4095,13.8997,27.3583
pan_gene_17202,27.8405,27.8405,13.5054,16.7673,23.0949,15.5028,20.2753,17.2949,13.3512,15.1411,17.6106,25.0832,21.9565,22.4865,12.1767,18.1952,18.2232,30.7349,16.5364,24.237
pan_gene_17203,18.6768,18.6768,55.426,20.0734,9.2184,52.0987,25.0055,18.5265,69.7958,21.4539,103.63,NA,30.4954,28.8486,24.9577,32.8982,64.5593,72.624,22.9622,70.3611
pan_gene_17204,38.3071,38.3071,42.4333,35.5895,39.7169,35.2274,37.2754,33.8296,25.4567,48.5189,27.5062,29.161,24.344,45.6928,33.6021,21.6211,48.1674,28.0181,40.7961,41.1408
pan_gene_17205,0,0,0,0.153615,0,0.274372,0,0.037851,NA,0.10624,NA,0.34447,NA,0,0,NA,0,NA,0.187535,0
pan_gene_17206,0,0,0,0.20033,1.76417,NA,0.139343,0.131785,0,0,0,0.0647185,0.0819027,0.360328,NA,0,0,0.141,0.141976,6.63259
pan_gene_17208,0.119094,0.119094,0,NA,0,0,0.19943,0.22349,0.162394,0.298257,0.142534,NA,1.44368,0.151881,0.0977762,0.541241,0,0,0.0923885,0.0710936
pan_gene_17209,NA,NA,0,NA,0.69344,0,NA,0,0,0,0,NA,0.0219076,NA,0,0,0.0319638,0.0281196,0,NA
pan_gene_17210,0,NA,NA,NA,NA,NA,0,0.0437232,0.226906,0,NA,0,0.156054,NA,0.0770358,NA,NA,0,0,0
pan_gene_17211,12.0023,12.0023,10.2251,10.0981,14.8824,11.0033,10.8657,12.5038,11.5345,9.66624,14.1811,11.1244,10.2161,11.6221,10.2597,9.00107,12.2984,11.2932,14.7265,10.9094
pan_gene_17212,NA,NA,NA,8.47483,NA,NA,NA,6.52714,NA,12.2946,16.7834,NA,6.45121,7.24968,14.1145,9.58621,10.5625,NA,NA,29.9974
pan_gene_17213,31.0737,31.0737,10.1349,18.739,14.9307,11.9051,34.6487,25.4277,24.9595,16.0149,30.4178,10.6542,27.4839,32.6101,24.7593,23.9777,20.2076,27.7819,17.2242,30.3643
pan_gene_17214,14.7155,14.7155,NA,NA,NA,14.4835,13.6324,NA,16.9185,17.5408,NA,12.5955,21.3944,14.714,16.7983,NA,NA,20.3674,NA,15.846
pan_gene_17215,327.413,NA,289.989,249.252,414.301,426.218,363.513,477.212,248.775,534.596,NA,380.889,276.851,NA,244.183,333.039,NA,NA,NA,NA
pan_gene_17216,0,0,0,0.206836,0.345372,0.112592,0.0856539,0.235226,0.0489159,0.249638,0,0,0.132604,0.742194,0.109486,0.316942,0.285007,0,0.128504,0.56258
pan_gene_17217,4.83123,4.83123,NA,11.4415,7.63112,11.7724,12.795,13.1729,11.2679,17.1192,8.54878,17.7354,11.3614,10.8643,7.60973,7.20951,14.9124,9.89739,11.3471,10.569
pan_gene_17218,0.237621,0.237621,1.15398,0.384965,0.899714,0.471226,0.558155,0.567137,0.268868,1.71219,0.374207,0.204765,0.418634,1.02889,0.933732,0.804542,0.735952,0.47836,1.17134,0.558702
pan_gene_17219,11.3727,11.3727,14.9876,19.243,17.6133,12.7728,19.854,20.8106,25.762,12.6169,27.8213,20.4131,18.7871,24.7568,21.3046,22.2994,23.9175,22.6746,21.9553,20.7293
pan_gene_17220,10.0159,10.0159,13.873,NA,NA,19.5608,NA,NA,14.7257,11.8342,14.0352,13.7687,10.527,21.412,13.8294,10.6536,21.4217,13.8786,15.563,16.4163
pan_gene_17221,16.5226,16.5226,74.5204,8.16601,55.6394,78.2595,43.5354,60.8812,19.1518,45.4364,15.6184,49.2284,14.118,62.3327,67.9488,54.6166,14.6637,60.105,71.8221,14.6836
pan_gene_17222,29.0155,29.0155,33.7613,24.7519,14.8595,23.84,40.7078,26.533,42.9158,74.9609,47.8881,60.3633,66.1717,30.3611,48.4759,215.385,48.525,27.2783,57.8607,96.8641
pan_gene_17223,5.25876,5.25876,0.978006,2.04369,3.10346,4.16985,2.39131,1.67373,3.678,3.82849,3.01293,1.68668,1.39139,4.77385,2.64109,1.57953,4.17235,1.42545,2.2869,2.89758
pan_gene_17224,71.2838,71.2838,58.802,72.2444,89.5684,75.9243,62.0099,65.6777,61.9291,79.0936,64.3015,68.6272,72.9804,75.0631,79.0695,74.1918,83.1397,91.3617,84.9142,63.0156
pan_gene_17226,57.5454,57.5454,58.6577,49.6282,49.6851,41.342,67.5586,71.7216,45.87,67.547,80.3258,39.9564,62.2714,72.9942,72.9617,56.2906,67.8287,47.2683,89.9673,101.813
pan_gene_17229,0.479041,0.479041,17.5528,22.7172,13.1164,2.49951,NA,NA,11.4698,8.31084,3.30357,3.71624,NA,NA,14.2967,3.10112,NA,NA,4.29563,NA
pan_gene_17230,0.451051,0.451051,0.297822,0.642929,2.37349,1.4131,3.10546,1.05883,0.855401,NA,0.714591,0.8859,0.435246,3.35299,1.43148,NA,2.37166,NA,0.838173,5.81329
pan_gene_17231,NA,NA,NA,1.27291,1.20812,1.92142,1.1492,3.26192,1.8903,3.23882,6.44827,NA,NA,0.438868,0.35192,0.366639,0.44516,0.329419,1.21017,3.22817
pan_gene_17232,167.086,167.086,132.09,NA,109.582,105.379,152.9,140.652,135.37,141.649,132.87,166.543,190.286,120.34,143.604,169.39,115.56,NA,130.152,172.9
pan_gene_17233,0,0,0.0374676,0,15.4636,0.0685497,0.64412,0,0.0301098,0.132274,0,0.0810436,0.082823,0,0,0,0,23.8287,NA,0.0555947
