,B73,Tzi8,Ky21,Ms71,Oh7B,Oh43,M37W,Mo18W,NC350,HP301,Il14H,P39,CML69,Ki11,CML322,Ki3,CML103,Tx303,NC358,B97
pan_gene_17234,13.9856,13.9856,13.5014,16.8571,15.6157,13.1488,13.2592,16.424,14.3092,15.0539,15.0733,12.8109,13.0854,16.4455,14.552,9.24939,14.9451,NA,14.9803,17.893
pan_gene_17235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_17236,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0
pan_gene_17237,32.089,32.089,38.9548,29.8019,38.4622,39.6473,22.2434,60.9886,29.8551,29.0903,35.7703,67.9922,27.2029,47.8956,3.16819,28.8057,47.9007,45.4456,24.2713,37.0818
pan_gene_17238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_17239,17.6813,17.6813,19.0912,17.2238,18.4392,19.3674,14.3833,16.4713,17.5678,20.2745,13.1164,17.3386,16.6476,15.3112,14.3277,12.8269,21.2295,16.442,19.6936,17.0881
pan_gene_17240,14.0375,14.0375,26.4244,28.4605,34.8624,40.904,9.70352,25.5302,20.084,18.9032,18.5338,28.4075,11.1819,14.1874,28.6057,15.5425,24.4514,37.5201,28.2467,11.9186
pan_gene_17241,0,0,0,0,0.0438795,0,0,0,0,0,0.0741691,0,0,0,0,0,0,0.40684,0.138244,0
pan_gene_17242,0,0,0,0,0,0,0,0,0,0,0,0.41138,0,0,0,0,0,0,0,0
pan_gene_17243,NA,NA,0.0701881,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0.086194,NA,NA
pan_gene_17244,12.1668,12.1668,9.78541,9.09473,9.92959,13.9886,10.8281,10.7177,12.6654,9.37202,5.05345,5.32932,8.59865,12.8468,9.42447,8.00508,13.1228,8.23371,10.2224,12.0707
pan_gene_17245,9.48086,9.48086,4.29982,4.86962,9.58929,5.51392,7.83333,7.54135,7.13805,5.24654,6.76844,6.75077,9.27931,8.00933,5.28516,7.38539,5.18053,3.77458,8.67914,12.454
pan_gene_17246,6.55191,6.55191,10.5996,8.85958,14.0347,11.8822,8.50451,14.0235,12.0657,8.91416,5.37557,13.7277,8.49026,9.85627,13.388,9.3964,11.8065,9.80201,12.929,14.4367
pan_gene_17247,NA,NA,NA,0,0.0119607,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
pan_gene_17248,NA,2.18876,2.47818,2.1556,NA,3.18593,NA,NA,NA,NA,NA,0.23056,NA,4.37562,NA,3.42729,NA,NA,NA,3.52681
pan_gene_17250,26.0558,26.0558,7.89023,7.18793,22.5458,6.64591,29.8508,39.0563,37.1402,7.7399,8.54666,7.36712,9.15266,43.8841,11.459,5.98361,41.1204,7.09113,47.4361,32.6419
pan_gene_17251,0.0326129,0.0326129,0.044361,0.0197209,0.0547858,0,0.183172,0,0,0,0.221346,0.0193748,NA,0.0319253,0,0,0.244744,0.0617095,0.0329138,0.102106
pan_gene_17254,0.564354,0.564354,NA,NA,0.471495,NA,0.34025,0,0.51763,0,0.662759,5.35907,0.402375,NA,NA,NA,NA,NA,0.0367751,NA
pan_gene_17255,5.6621,5.6621,6.12923,7.90408,9.10283,8.14602,1.34748,NA,5.21586,2.38072,NA,NA,3.9279,5.55382,NA,3.6913,4.94375,2.39177,NA,2.7883
pan_gene_17256,0,0,0,0,0.123581,0,0,0,0.0186376,0,0,0,0.10683,0,0,0,0,0.0499355,NA,0.0712694
pan_gene_17257,0,0,0,NA,NA,1.10386,0.198741,NA,0.107266,0.182211,0.149713,NA,NA,NA,NA,NA,0.0440016,NA,0.105883,NA
pan_gene_17259,27.9741,27.9741,22.5697,21.2146,26.0728,26.7129,26.3752,22.8274,26.447,18.2291,19.9606,10.9403,29.2559,22.0734,32.007,24.9754,13.4425,21.9049,21.1867,14.1393
pan_gene_17260,15.559,15.559,10.1456,13.6611,15.8276,10.6239,10.2706,9.1618,13.0449,12.6261,12.1635,10.4601,13.6738,14.7611,11.9552,13.1724,16.9597,15.2972,16.6952,14.7826
pan_gene_17261,0.191796,0.191796,0,0.0310041,0.858534,0.0682674,0.0536736,0.0674983,0.0878825,0.019253,0.0379248,0,NA,0.429657,0.289935,0,0,0.023605,0,0.7066
pan_gene_17262,NA,NA,0.0836955,NA,NA,0.843566,5.94032,2.67336,0.410797,NA,14.5507,1.43514,NA,0.899731,2.90196,NA,NA,2.05332,0.308971,NA
pan_gene_17263,2.16252,2.16252,5.3482,3.88811,4.74382,10.3635,5.35429,2.3343,3.74498,4.87117,14.8069,13.3552,2.03924,8.28536,6.16253,7.28223,2.67387,4.01771,6.48162,9.80196
pan_gene_17264,NA,NA,0.0547628,0.217272,0.850107,NA,0.94352,NA,NA,NA,0.903372,0.939318,NA,NA,1.35726,0.155478,NA,0.272895,2.17401,0.910735
pan_gene_17265,4.26494,4.26494,4.19368,4.05575,4.45023,1.47777,2.77952,4.67484,3.73881,4.66976,3.52875,NA,5.31844,6.8959,1.95256,3.03637,2.30814,4.11513,5.31191,3.59036
pan_gene_17266,5.42124,5.42124,6.49475,11.4889,4.1693,4.56008,8.0433,6.71181,5.18694,4.38217,7.07336,6.83827,5.31543,4.35428,6.66536,3.53321,3.53784,19.7029,4.78914,4.88133
pan_gene_17267,0.189827,0.189827,3.69441,0.181545,0.298969,0.161247,0.803105,1.20928,0.716606,0.0343037,0.9241,0.511186,2.83891,4.21,0.491834,0.201157,0.665451,1.14139,0.431655,0.549906
pan_gene_17268,29.7274,29.7274,27.5034,28.7628,23.4747,28.5688,37.289,25.9307,29.0403,30.3868,32.9594,26.4202,NA,49.1742,11.7973,29.8517,32.6714,29.6695,34.6451,28.0143
pan_gene_17269,167.169,167.169,142.804,175.775,136.814,137.582,197.892,153.226,189.128,131.263,264.62,201.579,213.146,204.17,204.66,237.017,256.613,214.202,168.035,263.977
pan_gene_17270,67.832,67.832,68.6412,44.9677,71.6434,76.4042,66.7746,63.1188,80.3648,60.4638,72.363,66.4695,90.7327,76.0419,62.7335,89.66,67.3769,65.9947,60.6065,85.1404
pan_gene_17271,13.2369,13.2369,31.1688,29.7604,20.8073,21.9545,26.9625,21.9087,20.8959,41.7766,32.6811,11.3517,14.5313,32.2677,31.4008,24.662,83.9084,16.9487,38.3408,NA
pan_gene_17272,3.933,3.933,1.86083,3.41865,3.69049,2.34625,1.17381,1.38417,NA,0.210894,1.34692,2.54987,NA,0.279279,NA,NA,0.539763,NA,NA,1.75236
pan_gene_17273,NA,0.413885,0.364978,2.80148,1.2644,0.779625,0.0858244,1.67927,0.891607,NA,0.674737,8.14517,2.80152,0.757283,0.326724,0.976824,0.5384,0.288322,2.61801,NA
pan_gene_17274,168.876,168.876,69.1365,95.7231,99.7317,55.1906,120.146,87.8212,121.3,80.2155,132.663,115.181,170.864,143.28,140.669,121.536,84.4813,102.38,101.703,125.965
pan_gene_17275,7.18149,7.18149,5.63521,5.41992,7.08364,2.48294,5.88957,6.86242,5.96627,7.28736,6.97075,5.66266,4.79015,6.27417,4.52361,3.99842,8.45401,5.79687,5.10947,8.40681
pan_gene_17276,1.05796,1.05796,1.34406,0.667741,2.85546,1.62708,6.77624,2.1354,2.47202,0.643282,1.77056,2.65698,NA,1.90671,2.05124,5.97497,4.35573,3.40056,0.605151,1.55067
pan_gene_17277,0,0,0.155385,0,0.014252,0.0420722,0.032871,0.0135448,0.0271544,0.0106855,0.0831431,0,0.00586333,0.227996,0,0.282687,0.0404697,0.0302052,0.0654292,0.0501837
pan_gene_17278,26.0568,26.0568,13.6194,NA,27.0396,NA,18.9009,16.2301,NA,28.3616,NA,22.2936,NA,NA,NA,NA,NA,33.9908,15.7489,28.0282
pan_gene_17279,0.263071,0.263071,0.0366271,0.385447,0.277454,0.117673,NA,0.234701,0.0623533,0.0358656,0.0686218,NA,0.460964,0.264333,0.824797,0,NA,0.532636,0.33211,0
pan_gene_17282,59.7344,59.7344,35.5691,38.2045,85.3886,46.2542,109.671,30.0211,44.1327,45.7642,65.4789,37.0016,84.6722,32.153,54.6244,89.375,32.4853,111.457,32.6717,72.8987
pan_gene_17283,18.325,18.325,16.7915,17.9544,19.7944,29.7158,19.567,24.0248,14.4984,13.0936,25.9097,16.9284,16.9126,19.8276,19.2804,12.7152,22.2735,13.845,17.4905,21.7375
pan_gene_17284,0,0,0,0.0260598,0.0781676,0,0,0,0,0,0,0,0,0,0,0,0,0.148952,0,0
pan_gene_17285,36.6394,36.6394,36.2896,34.713,32.2904,25.4645,34.1635,36.4836,39.3157,49.341,31.1679,34.9479,42.2227,49.9875,30.3744,34.3739,41.817,26.6309,39.1202,46.5448
pan_gene_17286,8.31757,8.31757,7.23126,NA,9.99449,9.13911,4.50035,10.4541,7.16878,10.3648,10.5455,7.67645,5.47056,7.14408,6.53278,4.19914,10.5299,6.38525,8.41785,10.6766
pan_gene_17287,27.6139,27.6139,14.397,18.7743,22.857,12.1433,28.0633,20.6058,21.7251,16.7753,26.9528,22.8066,18.1402,24.5352,22.3973,24.8711,14.3987,22.5068,25.2447,27.098
pan_gene_17288,19.0601,19.0601,18.4161,16.3624,18.3146,13.4359,19.4674,18.1043,16.8096,21.3142,16.2754,5.09436,22.3316,18.9538,15.9445,21.5892,23.4392,20.3234,18.2891,19.4434
pan_gene_17289,NA,NA,1.22798,NA,NA,NA,NA,NA,NA,1.37475,NA,NA,NA,9.26168,13.8547,NA,NA,NA,NA,NA
pan_gene_17290,46.2804,46.2804,22.0888,32.9354,23.3073,21.4715,53.7784,34.9077,36.8327,29.2756,64.1938,36.4147,46.1264,30.6127,44.7479,39.8368,26.1088,32.7234,45.7797,45.7812
pan_gene_17291,42.4742,42.4742,20.3539,22.9214,16.3507,22.3497,48.583,27.1211,28.6216,28.9679,38.0486,17.5126,24.6597,20.2441,26.453,32.2617,31.2544,20.2907,31.4621,22.2138
pan_gene_17295,23.6825,23.6825,39.4769,45.0567,64.0679,28.9872,72.1267,45.1735,33.9939,42.9595,141.464,NA,42.2111,57.3096,71.1555,22.4648,37.9469,35.7874,61.3579,NA
pan_gene_17301,0.826815,0.826815,0.206493,0.68218,2.60618,0.586215,0.986371,0.716447,0.611077,0.948704,0.284088,0.881384,0.567273,0.877316,0.516222,1.0415,0.494909,3.38361,1.1394,0.559592
pan_gene_17302,2.17851,2.17851,4.07694,4.15543,3.21032,4.06219,4.55836,2.80703,1.66607,2.2961,1.02772,40.7251,3.18588,2.48844,1.20073,NA,4.57752,3.99939,3.33362,5.52143
pan_gene_17303,259.401,259.401,115.788,162.813,195.28,175.379,141.977,212.562,231.638,175.653,163.687,190.045,213.921,240.609,208.773,329.048,197.933,203.884,198.409,212.345
pan_gene_17304,NA,23.439,1.65077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_17305,19.099,19.099,13.78,13.2207,17.6249,15.0168,17.8278,19.6982,13.6616,15.1291,12.9034,17.8156,20.2614,19.1449,14.5572,4.42581,14.2561,17.7452,14.3734,13.7862
pan_gene_17306,7.4259,7.4259,20.9275,8.02676,17.7212,16.8665,5.54307,13.3169,12.6034,9.17827,9.99665,13.3456,5.23661,12.3314,8.40679,7.35478,11.7662,25.2012,24.3456,NA
pan_gene_17307,18.6754,18.6754,20.4161,17.2599,22.5242,100.877,4.58766,93.5452,11.8698,10.5001,32.619,31.9083,5.99033,7.57215,8.6814,1.14769,61.5837,1.9738,57.0676,49.2789
pan_gene_17308,8.73854,8.73854,8.21948,8.05292,11.4236,7.89556,7.75674,11.4888,10.5106,14.345,9.29338,5.685,12.3294,8.15504,6.80241,12.6874,7.0033,6.22233,9.91006,9.95628
pan_gene_17309,NA,NA,NA,NA,0.098176,NA,NA,NA,NA,0.420123,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
pan_gene_17310,46.9839,46.9839,33.9019,37.8805,10.6641,30.295,49.7231,38.4909,47.6218,28.3108,54.6649,39.3371,47.2116,47.1079,37.6138,50.3811,36.6625,35.3615,37.3393,42.2385
pan_gene_17311,14.1407,14.1407,14.0659,11.5448,7.93122,8.66401,17.2536,5.98753,14.277,19.245,3.06674,11.0508,18.8138,12.9762,13.0579,9.04852,4.2061,16.2925,10.2956,11.9995
pan_gene_17312,59.7562,59.7562,78.3528,56.8999,69.4575,68.3454,97.964,49.3945,87.0031,51.9053,101.883,58.1914,69.7166,55.9862,49.9582,55.9384,67.8821,89.9868,77.5876,NA
pan_gene_17313,NA,152.69,190.228,254.241,119.038,151.67,213.028,142.749,147.565,174.75,267.796,131.546,168.902,192.683,213.034,144.465,199.882,117.531,139.908,197.128
pan_gene_17315,6.37739,6.37739,8.10462,13.1321,5.84171,8.8477,6.40292,8.44586,6.00776,7.43466,7.2747,6.13727,5.52333,12.5397,12.3826,4.21266,8.64105,9.22371,7.84216,11.3265
pan_gene_17316,28.0165,28.0165,22.4395,25.0342,24.1816,23.0646,25.1402,23.5145,26.0513,20.9664,31.4926,22.1444,NA,30.8365,25.474,15.7832,28.4208,33.33,19.0581,27.2146
pan_gene_17317,1.95476,1.95476,0,0.0402887,0.754804,0,0.0625252,0.18777,3.85751,0,0,0.224356,0,0,0.116677,1.20499,0.315156,1.13374,0,0.0629641
pan_gene_17318,NA,7.81206,47.0424,NA,3.23885,44.7783,39.7205,57.8173,39.6292,NA,14.3978,25.5397,28.4582,12.7549,31.8405,35.3122,40.7088,17.7547,8.62229,18.3849
pan_gene_17319,155.022,155.022,116.853,170.321,132.427,186.289,131.598,175.831,196.337,169.24,137.367,131.164,155.048,123.244,114.421,101.031,127.082,153.635,132.002,141.866
pan_gene_17320,2.78668,2.78668,2.51996,2.26685,NA,4.39303,3.07389,NA,1.21059,5.82752,3.12396,NA,4.36621,4.09728,2.16584,1.94794,NA,NA,3.24141,NA
pan_gene_17321,8.03872,8.03872,7.40913,7.64171,18.3586,21.5602,7.82959,6.20144,12.2822,15.6741,13.3705,32.1441,NA,NA,6.95718,2.98385,9.49373,6.47828,8.86493,3.26813
pan_gene_17322,0.603714,0.603714,0.0669435,0.0395755,0.259736,0.0811459,0,0,0,0.299329,0,0.0102254,0,0.0854822,0.038185,0,0,NA,0.0738384,0
pan_gene_17323,0.0585839,0.0585839,0.193059,0.0374903,0.0182147,0.0518498,1.64489,2.31827,0.0922719,0.654352,0,0,2.95702,0.0370912,0.547432,0.274373,0,3.15539,NA,0.0212564
pan_gene_17324,127.338,127.338,120.195,69.7862,98.9126,84.1563,129.996,129.12,103.83,103.01,120.156,89.0533,NA,139.24,114.596,64.326,120.704,123.126,117.674,130.677
pan_gene_17325,129.47,129.47,45.2173,132.749,116.929,178.629,224.13,242.76,33.7864,32.766,25.0537,193.702,106.508,47.3516,30.1554,18.8206,58.9121,66.3212,36.8472,46.2726
pan_gene_17326,0.0199094,0.0199094,NA,0.028795,0.056529,0.0482466,0.0456609,0.116876,0.891806,0.088388,0.237154,0.052265,0.0918928,0.0907403,0.0933873,0.0976824,0.246367,0.0869797,0.120913,1.52168
pan_gene_17327,2.95402,2.95402,6.93859,9.92259,10.1986,9.71292,5.44261,10.4871,9.79969,8.53488,9.28015,10.4868,13.7537,8.28656,6.96905,6.38425,7.14715,10.1974,9.33665,7.31318
pan_gene_17328,5.44239,5.44239,9.90225,7.86319,9.71225,9.96252,6.12596,NA,6.48823,10.7238,12.6072,6.1688,NA,7.90304,6.72389,8.28587,8.98676,8.58999,NA,7.48512
pan_gene_17329,0.0436987,0.0436987,NA,NA,5.93039,0.157923,0.16305,NA,4.27079,NA,0.0713082,NA,3.58032,12.2803,1.49282,9.94915,NA,1.40051,2.33952,NA
pan_gene_17330,101.325,101.325,45.862,134.547,72.7901,68.0157,29.9547,124.711,103.359,99.644,131.794,105.289,35.962,88.5223,32.9816,103.435,115.663,54.3479,30.3691,115.512
pan_gene_17331,3.63742,NA,0.873666,1.68832,2.61696,2.47447,1.405,2.9197,1.09119,4.45706,4.99417,NA,NA,5.24471,2.98923,1.47974,0.567651,2.77178,1.34306,5.11055
pan_gene_17332,NA,NA,55.9868,39.5648,17.6333,18.2732,98.6033,41.0605,69.4282,57.5041,37.1125,37.4356,55.3057,70.7705,29.6009,NA,55.8983,96.0342,137.383,NA
pan_gene_17333,NA,NA,NA,21.2179,0.966591,NA,NA,NA,NA,NA,7.50252,4.17944,36.5152,NA,17.5149,4.33892,1.05678,NA,NA,NA
pan_gene_17334,45.858,45.858,35.8032,38.1321,54.2935,41.7553,42.024,31.408,51.9754,45.7067,46.5896,43.1756,31.3766,60.0507,56.2219,44.6665,37.4152,44.8756,46.9855,56.5618
pan_gene_17335,414.515,414.515,433.059,446.568,362.254,313.839,512.946,386.029,411.657,275.994,655.177,462.783,424.708,428.111,415.776,541.716,321.346,421.973,311.089,409.679
pan_gene_17336,11.1503,11.1503,NA,11.3006,13.711,NA,2.97184,8.86614,9.71429,12.9388,NA,7.80065,8.38764,NA,5.69612,NA,NA,1.4267,15.1131,10.3443
pan_gene_17337,127.769,127.769,39.6407,54.7407,58.6016,49.3241,62.2994,80.4182,77.6595,54.0805,86.1169,55.4389,95.0879,73.2749,67.777,66.3421,63.4993,98.5011,62.2398,106.981
pan_gene_17339,14.1557,14.1557,21.9105,27.1,26.5874,22.1472,28.4758,25.6374,20.4526,30.7657,27.4667,21.6927,13.958,34.8505,25.7681,27.82,12.8071,29.7635,24.1067,29.3792
pan_gene_17340,123.783,123.783,97.9671,81.4383,79.6288,78.2086,122.292,113.27,179.752,86.578,143.985,71.6572,95.184,130.541,95.266,107.952,102.724,102.087,149.28,107.703
pan_gene_17341,0.640851,0.640851,23.7236,15.2387,12.6428,3.17116,0.643683,12.8688,7.83901,1.25644,3.09656,9.88248,2.37448,3.78939,20.9875,NA,6.35103,6.68418,2.26455,1.62347
pan_gene_17342,16.5185,16.5185,14.1458,16.5383,13.4501,12.4587,19.7041,17.3256,21.2221,13.2033,23.8883,27.0248,21.4235,15.1436,19.6212,20.976,15.7424,20.1156,12.9669,17.0603
pan_gene_17343,7.54338,NA,4.88564,NA,NA,4.20204,13.4928,6.22553,11.6871,NA,8.68169,NA,11.7953,14.7599,8.123,13.2921,14.3047,9.3479,9.68855,NA
pan_gene_17344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_17345,2.34457,2.34457,0.889307,8.03763,7.70861,10.5617,5.71588,6.1511,5.28485,2.97132,0.552061,1.85135,12.6167,2.90521,1.12721,0.857809,4.76129,5.39888,2.1966,7.79097
pan_gene_17346,NA,NA,27.4232,19.119,18.1602,22.4312,31.0914,34.7792,22.4663,35.0958,36.3434,26.2886,22.3378,45.0615,26.5447,42.1342,39.7459,30.3108,26.8954,35.1405
pan_gene_17347,19.3405,19.3405,23.9124,17.9057,20.6188,24.2179,17.6164,21.6188,22.9417,25.8581,15.8906,22.5868,23.4801,21.5909,26.5645,18.0253,19.1266,19.4666,20.7798,16.4597
pan_gene_17348,1.25221,1.25221,0.677884,0.278903,0.376296,0.94051,0.83162,3.57469,1.73076,0.513938,0.16734,1.2981,NA,0.822655,1.44716,0.873251,0.285388,2.70033,1.07963,0.181845
pan_gene_17350,14.4996,14.4996,9.43232,9.59059,NA,11.2808,10.5154,10.1236,12.2117,8.96276,15.3458,11.9063,7.33703,12.7328,10.9464,7.76084,7.76192,12.5294,11.5263,11.6009
pan_gene_17351,1.16306,1.16306,1.43499,0.310133,0.573835,0.841128,0.245337,0.719624,0.896094,0.745315,1.79237,1.77773,0.702023,1.12204,2.05165,1.99425,0.82791,0.836826,0.768735,1.05776
pan_gene_17352,16.3112,16.3112,14.33,10.5233,13.912,11.3536,12.4586,13.2897,14.3879,12.4899,15.8405,12.1846,7.75308,17.2863,6.60956,10.7674,15.9493,14.3313,15.769,16.8037
pan_gene_17353,2.83928,2.83928,2.14865,3.50969,3.77677,1.7228,3.70691,3.81935,3.9574,2.67729,3.90019,3.07253,5.46146,3.81831,2.43032,4.5236,3.85649,4.42002,4.75141,2.62253
pan_gene_17354,11.7553,11.7553,13.7735,10.4687,13.4166,12.9216,15.2737,12.1673,15.0482,16.9446,14.5309,12.6245,14.4271,13.0509,13.0397,6.58781,16.956,12.55,17.8206,15.7377
pan_gene_17355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_17356,530.135,530.135,360.657,268.007,326.57,227.018,374.373,418.751,NA,361.015,371.119,246.473,350.99,371.361,265.439,302.708,312.977,233.14,341.067,233.575
pan_gene_17357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pan_gene_17358,1.67127,1.67127,1.82704,1.22043,19.3497,3.03617,0.260847,0.563984,2.12873,0.233191,1.31604,4.53849,0.707174,0.326387,0.340512,0,0.665511,1.36322,0.20797,12.3567
pan_gene_17359,6.32077,6.32077,14.2495,16.3597,17.8225,14.1898,13.1321,9.20693,13.8337,13.3576,10.9966,15.0511,14.8325,16.1038,5.63211,13.6256,14.7465,14.4801,14.2074,20.6031
pan_gene_17360,8.17455,8.17455,1.65627,0.953039,2.70398,1.43384,2.35057,3.57127,4.89351,4.72959,3.95152,1.06041,11.8284,9.98786,4.1336,3.33719,8.84866,0.963847,2.75009,5.91818
pan_gene_17362,265.54,265.54,112.826,200.655,170.203,NA,271.466,157.174,275.833,100.496,396.928,194.975,394.468,270.653,258.578,367.141,196.874,229.989,152.111,275.354
pan_gene_17363,10.6985,10.6985,16.9023,9.90836,6.81662,14.1858,14.8848,16.821,7.13169,10.183,9.30695,9.58492,11.8884,16.8954,10.4131,5.86465,14.9307,8.20013,5.84569,8.95446
pan_gene_17364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_17366,11.717,11.717,13.7275,22.959,15.0143,15.8555,12.7312,12.6396,16.6647,17.7571,16.3373,13.098,NA,27.3564,15.2783,12.3654,21.6812,14.4256,8.60378,13.3659
pan_gene_17367,0,0,0,0.0413347,0,0,0,0,0,0.0138792,0,0,0,0,0,0,0,0.0396893,0,0
pan_gene_17368,1.8019,NA,1.09336,NA,2.19241,NA,NA,NA,0.890931,3.84702,NA,NA,NA,3.01123,NA,NA,1.6924,NA,NA,NA
pan_gene_17369,0.140852,0.140852,0.373224,63.8556,2.11701,2.23599,2.04338,0.0552913,60.3164,100.917,0.171614,0.360164,0.941882,1.48584,0.141278,0.999615,0.0545384,3.03475,108.259,0.483697
pan_gene_17370,NA,NA,0.143626,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_17371,NA,NA,NA,NA,NA,0.177535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
pan_gene_17372,1.43748,1.43748,5.21397,7.43335,13.8315,1.28079,2.70829,7.07242,3.46604,1.51307,0.905121,12.9662,1.70221,1.25417,8.06578,0.720882,2.88729,8.27955,8.92049,1.59486
pan_gene_17373,43.1899,43.1899,24.4131,22.8135,26.2946,26.7819,29.2199,18.0051,25.3332,30.7974,48.97,24.1623,NA,22.8927,28.5487,33.8488,27.6799,26.0375,44.566,35.1503
pan_gene_17374,NA,NA,0,0.28442,0,0,NA,0,0.034753,0.0478119,NA,0.0513522,NA,NA,0.118733,0,NA,0.0525618,NA,0.0716237
pan_gene_17375,82.8689,82.8689,61.6836,57.2078,67.5905,56.5702,76.7052,74.1753,69.2353,NA,76.3224,50.7777,NA,NA,68.0541,67.8857,60.9545,65.0747,NA,NA
pan_gene_17377,1.61612,1.61612,0,0,1.53962,0,0,0,0,0.0538732,0,0,0,0,0.128767,0,0,3.11653,0,0.0715644
pan_gene_17378,NA,0.0514642,0,0,0.0229677,0.0150195,0,0,0.00362772,0,0.0176946,0,0.0190907,0,0,0,0,0.0232415,0,0
pan_gene_17379,NA,13.3166,10.3951,12.203,6.76265,6.13974,8.11343,12.0306,14.4798,NA,6.18969,6.52846,11.2286,14.5164,8.30334,10.5497,12.8264,9.81067,11.5197,7.56115
pan_gene_17380,3.79974,3.79974,2.32849,4.19217,4.21191,4.47031,4.85191,3.72132,3.52923,5.38115,7.73569,6.21507,6.06465,5.77201,3.66151,4.17342,1.76625,4.54858,3.7214,5.23551
pan_gene_17381,207.437,207.437,142.924,128.632,113.623,87.3479,239.881,181.906,157.289,138.29,170.244,103.307,209.591,163.46,122.336,170.085,170.879,170.659,129.977,277.597
pan_gene_17382,69.7953,69.7953,58.4051,168.826,67.1609,NA,NA,66.0626,83.6594,78.0445,NA,NA,NA,37.4342,135.959,104.097,71.4907,NA,65.0707,NA
pan_gene_17383,39.9307,39.9307,32.3468,49.1592,31.8207,30.1832,44.1039,36.1554,28.9257,30.8991,52.7865,30.5214,46.0275,46.7345,42.9451,29.8223,18.2208,34.6366,34.209,40.279
pan_gene_17385,NA,4.94324,3.38986,NA,4.58153,4.14529,3.39449,3.00779,NA,5.59496,3.9473,3.53238,4.99529,NA,4.45537,2.47108,14.135,2.30445,4.16864,5.23865
pan_gene_17386,10.9112,10.9112,10.9567,4.44813,6.15978,3.66233,7.78274,12.6067,9.96492,4.57398,7.84918,6.68859,10.2979,6.68318,7.6698,9.49226,5.13803,8.30857,5.67078,15.4252
pan_gene_17387,0.139649,0.139649,0,0.616099,0,0,0,0,0.62654,0.211091,0,0.117619,0,0.236126,0.110071,0.220016,0.138648,0.125134,0.545309,0
pan_gene_17388,50.2874,50.2874,28.583,27.0103,29.4137,24.5227,60.5047,28.4958,48.9203,49.5105,53.4039,33.0582,93.5345,67.2572,53.0108,30.5582,50.2999,87.9573,31.0189,41.2518
pan_gene_17389,0.111561,0.111561,0.124842,0.176534,0.154004,0.329446,0,0.0924581,0.496967,0.0811482,0.0862551,0.312486,0,0.19275,0.07694,0.134613,0,0.0518615,0.0404231,0.0593341
pan_gene_17390,15.8862,15.8862,7.56006,8.44751,9.23556,7.25405,26.6316,9.81071,11.5659,14.5821,11.1045,7.80259,17.1397,13.2836,10.1012,12.3718,12.6076,10.5975,13.5659,11.278
pan_gene_17391,5.94437,5.94437,2.5487,4.04753,9.28565,1.85879,2.40752,8.77727,6.98101,3.35946,14.2427,3.28224,5.35743,8.26502,6.04902,6.56891,16.2558,6.21792,4.19074,11.0175
pan_gene_17392,19.9736,19.9736,14.3945,19.1729,18.5114,12.9463,16.4579,22.7588,21.7557,17.4479,20.4207,18.517,29.5811,18.1692,27.1985,20.8947,15.5759,23.6811,13.4257,18.8903
pan_gene_17393,101.953,101.953,37.8304,28.5732,NA,52.8197,35.4632,16.3375,57.73,46.9059,79.3493,59.062,36.194,64.3217,107.263,59.6314,39.8863,26.1779,21.0549,NA
pan_gene_17394,24.4613,24.4613,19.5842,20.4786,15.087,20.4794,34.4767,NA,24.4986,19.4441,41.5273,23.5557,31.4536,48.1399,30.2227,31.9871,32.3676,27.6681,30.0187,33.931
pan_gene_17395,8.83167,8.83167,12.6099,9.18743,9.10304,4.94447,13.0976,19.1543,16.5632,15.4948,10.7415,5.84905,22.7118,8.88822,21.5339,14.8487,22.2817,11.4202,16.8912,7.97661
pan_gene_17396,13.0756,13.0756,3.95034,10.0251,1.42928,0.31613,1.40852,5.37128,4.75318,4.5275,14.5999,NA,NA,0.167411,9.38668,NA,NA,2.71184,5.78539,3.82442
pan_gene_17397,5.68383,5.68383,7.74977,4.81881,5.70279,4.49521,7.36268,NA,6.75533,NA,3.63037,5.418,7.38849,4.65418,5.24098,4.7576,6.8315,8.25032,6.29918,7.79065
