,pan,B73,Tzi8,Ky21,M162W,Ms71,Oh7B,Oh43,M37W,Mo18W,NC350,HP301,Il14H,P39,CML52,CML69,Ki11,CML228,CML247,CML277,CML322,CML333,Ki3,CML103,Tx303,NC358,B97
5,pan_gene_10001,0.0987,0.3703,0.1863,0.1117,0.1131,0.075,NA,0.0688,0.0749,0.0522,0.137,0.3413,0.1678,NA,0.1818,0.1394,0.1612,NA,0.1466,0.1286,0.0688,0.0814,NA,0.0549,0.0641,NA
35,pan_gene_100169,NA,0.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.685,NA,NA,NA
42,pan_gene_100236,NA,0.7342,0.6474,NA,0.6574,NA,NA,NA,0.777,NA,NA,NA,0.7038,NA,0.6648,NA,NA,NA,NA,0.6545,NA,NA,NA,0.5634,NA,NA
102,pan_gene_100639,NA,0,NA,0.0026,0.7552,0.7543,NA,0.82,NA,NA,0.0016,0.7332,0.75,0.7503,0.0063,NA,0,0.0127,0.0062,0,0.0047,0.0069,0.7795,NA,0.0096,0.7652
128,pan_gene_100812,NA,NA,NA,NA,NA,0.7287,0.5483,NA,NA,0.3371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4695,NA,NA,NA,NA,NA
171,pan_gene_100994,0.1344,NA,NA,NA,NA,NA,NA,NA,0.0867,NA,0.3415,NA,NA,0.1646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,pan_gene_10115,0.0077,0.0045,0.1153,0,0.28,0,0.3228,0.2596,0.4182,0.2685,0.0236,0.0135,0.3055,0.0051,0.3616,0,0.0069,0.0073,0.0197,0.0096,0.3034,0.0042,0.0039,0.1724,0,0.216
217,pan_gene_101163,NA,NA,NA,NA,0.029,0.0321,0.0546,NA,NA,NA,NA,NA,NA,0.244,0.0503,0.038,NA,0.0458,0.0368,0.0135,0.0295,NA,NA,NA,NA,0.043
249,pan_gene_101345,NA,NA,NA,NA,NA,NA,NA,0.7351,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,pan_gene_101354,NA,NA,NA,0.1677,NA,NA,NA,NA,0.4796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,pan_gene_101355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.839,NA,NA,NA,NA,NA,NA,NA,NA,0.6111
267,pan_gene_101395,NA,0.7357,NA,NA,NA,NA,0.043,0.5232,NA,NA,NA,NA,0.5536,NA,NA,0.7391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,pan_gene_10144,0.0021,NA,0,0,0.0028,0.0013,0.0114,NA,0.0038,0.0038,0.0032,0.0016,0.0093,0.5951,0.5051,0.0025,0.0026,NA,0.0044,0.0088,NA,0.0026,0.0095,0.0113,0.0017,0.0023
326,pan_gene_10167,NA,0.7447,0.3112,0.7048,0.5733,0.6271,0.6951,0.6561,NA,0.6576,0.7005,0.6483,0.6456,0.6574,0.698,0.7008,0.7586,0.6942,0.671,0.6441,0.66,NA,0.6981,0.6622,0.6197,0.3879
337,pan_gene_10172,NA,0.0027,0.2629,NA,0.073,0.0108,0.0277,NA,0.0033,0.0085,0.0046,0.0021,0.006,NA,0.0077,0.0037,NA,NA,NA,NA,0.001,NA,0.0061,0.0084,NA,0.0021
362,pan_gene_101856,NA,0.6878,0.5797,NA,0.7323,0.6241,0.6497,NA,0.6039,0.6748,NA,NA,0.7407,0.6514,NA,0.5814,NA,0.6385,0.7112,0.7143,0.4868,NA,0.7778,NA,NA,0.6642
415,pan_gene_102031,NA,0.5621,NA,0.6,NA,0.4812,0.7067,0.5163,0.6257,0.5494,0.589,NA,0.6587,0.6389,0.73,NA,NA,0.6349,0.5238,0.6508,0.6031,NA,9e-04,0.5411,NA,0.6946
431,pan_gene_102092,NA,0.0095,NA,NA,NA,NA,NA,NA,NA,0.6304,NA,NA,NA,0.6893,NA,NA,0.0659,NA,NA,NA,NA,NA,NA,NA,NA,0.0466
473,pan_gene_10230,0,0,0,0.0044,0.0116,0,0.0019,0.0031,0.0014,0.0081,0,0.0026,0.0033,0,0.002,0.0093,0.0016,0.0025,0,0.0043,0.2128,0.0017,0.0058,0.0046,0.003,0
483,pan_gene_102336,NA,NA,NA,0,0,0.0013,NA,NA,0,0.0213,0,0.285,0.0026,9e-04,0.0059,0,0,0.0303,0,0,NA,0,0,0.0017,0.0017,0
542,pan_gene_102619,NA,0.7078,NA,NA,0.64,0.6832,NA,0.6096,0.5489,0.6957,NA,NA,0.6461,NA,NA,NA,0.8204,0.598,0.726,0.665,NA,NA,NA,NA,NA,NA
570,pan_gene_102803,NA,NA,NA,NA,NA,NA,NA,0.0816,NA,NA,NA,NA,0.3159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
623,pan_gene_10306,0.0012,0.0119,0,0.0019,0.0025,0.0091,0,0,0,0,0,0.0083,0.0027,0.001,0.6354,0.6345,0.0222,0,0.0016,0.0196,0,0,0,0.6414,0.0034,0.0073
632,pan_gene_103175,NA,NA,0.4505,NA,NA,NA,NA,0.4259,NA,0.6296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.487
651,pan_gene_10326,0,0.0021,NA,NA,0.0038,0.0019,0.0014,0,0,0,0,0,0.0028,0.0032,NA,0,0,0,0,0,0,0.0024,0,0.2024,0,0
724,pan_gene_10371,0.0082,0.4389,NA,0.0022,0.4526,0.0106,0.009,0.4393,NA,0.4902,0.4323,NA,0.0154,0.4228,0.4142,0.3745,0.4122,0.0049,NA,0.3787,0.4404,0.5097,0.5224,0.477,0.4416,NA
725,pan_gene_10372,NA,0.0028,0.0331,NA,0.0864,NA,NA,0.0917,0.0902,0.0085,0.035,NA,0.269,0.0339,0.0929,0.287,0.0874,0.0969,0.0118,0.0716,0.0245,0.2461,0.0795,0.1137,0.086,0.0135
792,pan_gene_10450,0.0026,0.002,NA,0.2556,0.0035,0.0044,NA,0.0071,0.0133,0.0064,0.0477,NA,0.0149,0.001,0.0078,0.0061,0.0092,0.0153,0.0013,0.0018,0.0321,0.0483,0.009,NA,0.0094,0.0518
826,pan_gene_10498,0.1268,0.0027,0.0746,0.0495,0.1472,0.0098,0.2084,0.0559,0.0536,0.1572,0.0443,0.0292,0.144,0.0144,0.0584,0.0634,0.0338,0.0947,0.2017,0.0676,0.0588,0.1462,0.0189,0.1162,0.094,NA
864,pan_gene_10539,0.5793,0.6545,0.488,0.6683,0.6542,0.5543,0.6809,0.6135,0.5502,0.6903,0.5875,0.7154,0.6417,NA,0.6952,0.6985,0.5968,0.6629,0.6415,0.475,0.6685,0.6975,NA,0.7262,0.6561,NA
907,pan_gene_10581,0.0157,NA,NA,NA,0.0032,0.0119,0.0101,0.7683,NA,NA,0.007,0.1843,NA,0.2839,NA,0.0262,0.8822,NA,NA,0.0141,NA,0.6781,0.7488,NA,NA,0.0118
951,pan_gene_10637,NA,0.0025,NA,0.069,NA,NA,NA,NA,NA,NA,NA,0.0194,NA,NA,0.3295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
974,pan_gene_10665,0.0041,0.0169,0,0.0022,0.0082,0.0016,0.0027,0.002,0.0068,0.0066,0.2966,0.0034,0,0.0075,0.0018,0.0045,0,0,0.0046,0.0024,0.001,NA,0.0024,0,0,0.0011
1022,pan_gene_1072,0.0026,0,NA,0,0,0.0081,0,0.0012,0.0029,0.0012,0.0079,0.3361,0.2172,0.0016,0,0.0023,0.1751,NA,0.0014,NA,NA,0.0633,0.001,0,0,0.0011
1098,pan_gene_10805,0.1105,0.1006,0.3476,0.2122,0.1963,0.0726,0.2035,0.0552,0.2486,0.2123,0.2492,0.1625,0.1901,0.0907,0.2612,0.1603,0.2306,0.2005,0.1674,0.3259,0.1003,0.244,0.2077,0.1651,0.1477,0.1388
1099,pan_gene_10806,NA,0.0072,0,0.0374,0.0047,0.0014,0.0149,0.003,0.0014,0.0019,0.0259,0.025,0.0016,0.0012,0.2455,0,0.0458,0.002,0,0.0017,0.0045,0.0386,0.0173,0.0019,0.0051,0.0066
1142,pan_gene_10854,0.1387,0.0021,0.1381,0.2184,NA,0.0056,0.2704,0.0022,0.0051,NA,0.0162,0.1345,0.1789,0.2559,NA,0.0155,0.3416,0,0.0035,0.0015,0.0092,0.3317,0.0217,0.2286,0.007,0.0018
1160,pan_gene_1090,0.0026,0,0.232,0,0,0,0.0029,0,0.0023,0.002,0.0189,0.0031,0.0044,0,NA,0,0.0018,0.0127,0,0.0035,0.002,0.0079,0.0012,0,0.0026,0.0027
1161,pan_gene_1092,0.0024,0,0.005,0.2394,0.0015,0.0038,0.1,0.0015,0,0,0,0.256,0.0015,9e-04,NA,0.0059,0.0032,0,0.0014,0.0012,0.0015,0.0053,0.0042,0.0027,0,0.0016
1176,pan_gene_11052,9e-04,0,0.0256,0.2506,0.0175,0.0056,0.0034,0.0353,0.0452,0.0113,0.0478,0.0028,0.0871,0.0026,0.1315,0.0158,0.0922,0.1551,NA,0.1352,0.0057,0.0309,0.0178,0.0227,0.002,0.0061
1260,pan_gene_1115,0,0.0094,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0.3305,NA,NA,NA,NA,NA,NA,NA,NA
1283,pan_gene_11175,0.0033,0.0332,0.6982,0.0092,7e-04,0.0118,0.0075,0.0122,0.0146,0.0246,0.0048,0.0051,0.0035,0.0365,0.0091,0.0074,0.7817,0.004,0.0058,0.0099,0.0049,0.0294,0.6805,0.7173,0.7028,0.0045
1285,pan_gene_11177,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0036,NA,NA,NA,NA,NA,0.3644,NA,NA,NA,0.0015,NA,NA
1333,pan_gene_1123,0.0364,NA,0.0071,0.0051,0.0022,NA,0.0057,0.0097,NA,0.0091,0.0111,NA,NA,NA,0.0329,NA,0.8334,0.0031,0.0012,0.0049,0.0024,0.744,NA,NA,0.005,NA
1347,pan_gene_11244,0.4751,0,0.2791,0,0.4893,9e-04,0.5093,0.3206,0.0027,0.314,0.4515,0,0.0218,0.412,0.4047,0.4767,0.4349,0.4247,0.0131,0.001,0,0.4773,0.4184,0.3781,0.4674,0.4362
1368,pan_gene_11265,0.0057,0.126,0.0012,9e-04,0.0178,0.0042,0.0183,0.0102,9e-04,0.1601,0.1193,0.001,0.0376,NA,0.1868,0.0297,0.2102,0.0014,0.1362,NA,0.0139,0.0454,0.3266,0.024,0.2105,0.0067
1376,pan_gene_11273,0.5223,0.0266,0.1023,0.3493,0.2775,0.319,0.3064,0.2998,0.5943,0.1262,0.6051,0.2564,0.5038,0.5769,0.4543,0.2154,0.5936,0.2012,0.1089,0.288,0.0758,0.5347,0.437,0.4542,0.1934,0.2935
1477,pan_gene_11391,0,0,0,0,0,0.0028,0,0,0.0175,0.1466,0,0.0021,0,0,0.1701,0,0,0,0.2289,0,0,0.1758,0,0,0.0033,0.0018
1539,pan_gene_11450,NA,NA,NA,NA,NA,NA,NA,0.0245,0.6742,NA,NA,NA,NA,0.0896,NA,0.4325,NA,0.6774,NA,NA,NA,0.6776,0.6096,NA,NA,NA
1575,pan_gene_11491,0.3114,0.1431,0.0015,0.0018,0.001,0.008,0,0.1804,0,7e-04,0.0015,0.0148,0.0015,0.0307,0.0094,0.0897,0,0.001,NA,8e-04,9e-04,0.2254,NA,9e-04,7e-04,0
1581,pan_gene_11497,0.0062,0.0045,NA,0.0233,0.0036,0.0242,0.016,0.0222,0.0211,0.0509,0.0456,0.235,0.0292,0.0585,0.1099,NA,0.1876,0.0227,0.0049,NA,0.1119,0.1597,0.0164,0.0179,0.0171,NA
1600,pan_gene_1152,0.5385,0.4859,0.343,0.1878,0.0658,NA,NA,0.0884,NA,NA,NA,NA,0.0813,0.6829,NA,0.6676,0.3774,NA,NA,NA,NA,NA,0.3988,NA,NA,NA
1798,pan_gene_11739,0.7296,0.6039,0.6438,0.6204,0.6235,0.6284,0.3428,0.7037,0.631,0.6165,0.6514,0.6697,0.6208,0.7143,NA,0.7319,0.7012,0.7184,0.5613,0.6398,0.6361,0.6805,0.7169,0.6537,0.6685,0.7104
1827,pan_gene_11771,NA,0.0078,0.233,0.0251,0.0162,0.0186,0.009,0.0141,0.1732,NA,0.0153,0.0035,0.1975,0.0396,0.0226,0.0065,0.0882,0.0522,NA,0.0141,0.3457,0.008,0.0153,0.1949,0.012,0.0084
1839,pan_gene_11785,0.0499,NA,0.1435,NA,0.1853,0.0055,0.2109,0.2102,NA,0.0378,0.3249,0.0896,0.1916,NA,0.1329,NA,0.1744,0.1913,0.0647,NA,0.0176,0.2387,0.2018,NA,NA,0.3049
1863,pan_gene_11810,NA,NA,NA,NA,0.0055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2417,NA,NA,NA,NA,NA
1892,pan_gene_11844,0.6013,0.5498,0.0017,0.0045,0.7047,0,0.6434,NA,0,0.6204,0.0135,NA,0.6102,NA,0.0019,0.6038,0,0.6802,0.0134,0,NA,0.7846,0.6606,0,0.0016,0.6269
1894,pan_gene_11847,0.565,0.4436,0.555,0.5994,0.4579,0.6136,0.4919,0.6116,0.6458,0.5895,0.6609,0.5831,0.6263,0.6295,0.4866,0.5267,0.7041,0.59,0.6316,0.6,0.707,0.7267,0.5076,0.625,0.5652,0.5573
1987,pan_gene_11956,0.2038,0.0612,0.1696,0.2598,0.0027,0.0037,0.1631,NA,NA,0.2,0.0035,0.0029,0.1357,0.2672,NA,0.0788,NA,0.0144,0.0482,0.1754,0.0076,0.0856,0.2228,0.1151,0.0097,0.0158
2091,pan_gene_12072,0.759,NA,NA,0.6196,NA,0,0.776,NA,0.6959,0.709,0.712,0.0041,NA,0.7433,0.0289,0.0393,0.7865,0.7516,0.7849,0.6691,NA,NA,0.0182,0.7357,0.0053,NA
2129,pan_gene_12116,0,0,0.0016,0,0,0.0046,0,0,0.2166,0,0,0.0031,0,0.002,0.0043,0.0018,0.0042,0,0.0016,0,0,0,0,0,0,0.0163
2204,pan_gene_12209,6e-04,NA,0.0905,0.0016,0.0021,0.0024,0.0015,0.0033,0.0032,0.3818,0.0021,0.0023,0.0034,0.0021,NA,0.0093,0.0058,0.0038,4e-04,0,0,0.0092,6e-04,0.0043,0.003,8e-04
2220,pan_gene_12229,NA,0,0.0077,0.001,0,0.0075,0.0126,0.006,0.0059,0.0072,0.0095,0.009,0.0182,0.0036,0.0039,0.0155,0.0075,0.2234,0.003,0.0035,0.0053,0.0206,0.0062,0.0042,0.0036,0.0055
2244,pan_gene_12252,NA,0.0063,0.0791,0.0045,0.0061,0.0042,0.0011,0.1155,0.1032,0.0046,0.015,0.0047,0.105,0.0031,NA,0.0614,0.2124,0.0134,NA,0,0.0856,0.0646,0.0881,0.1244,0.0026,0.003
2291,pan_gene_12306,0.0061,0.2022,0.0071,0.0083,0.0032,0.0341,0.0407,NA,0.0021,0.0754,0.0073,0.0151,0.0075,0.0018,0.0074,0.1875,0.013,0.01,0.0294,0.0172,0.0182,0.0085,0.012,0.0859,0.0364,0.0205
2298,pan_gene_12316,0.0098,0.384,0.0019,0.0077,0.0041,NA,NA,0.1078,NA,0.0086,NA,NA,NA,0.0081,NA,0.0196,0.254,0.012,NA,0.0098,0.015,0.1863,0.0087,0.0015,0.0052,0.0145
2319,pan_gene_12338,0.0094,0.01,5e-04,0.0023,0.0268,0.0022,0.0123,0,0.0018,0.0046,NA,0.0075,0.0032,3e-04,NA,NA,0.0076,NA,0.3077,NA,NA,0.0057,4e-04,NA,0.0109,NA
2323,pan_gene_12341,0.0176,0.0013,0,0.0031,0.0013,0.0015,9e-04,0.0392,6e-04,0.4841,5e-04,0.0141,0,0.5316,0.5415,0.0334,0.4975,0.0062,NA,0.5718,0.4185,0.0087,0.0151,0.0054,0.0043,0.0023
2340,pan_gene_12359,NA,NA,0,0.2026,0.0054,0.0045,0.0025,0.0125,0.003,0.026,NA,0.4036,0.0055,0.0021,0,0.0206,0.0315,7e-04,0.0048,9e-04,0,0.0126,0.008,0.014,0.0016,0.001
2395,pan_gene_12420,0.0042,0.002,0.0017,0.0056,0.7298,0.0028,0.0129,0.1242,NA,0.0138,0.0134,NA,NA,0.0025,0.0073,0.0107,NA,NA,NA,0.0067,0.0028,NA,0.0091,0.006,0.0033,0.0101
2435,pan_gene_12471,0,0.0042,0,0.0022,0.013,0.0015,0.0016,0.005,0,0.2549,0.006,0.0027,0.0358,0.0024,NA,0.0016,0.0014,0.0059,0.0017,0,0,0,0,0,0.0032,0.0027
2450,pan_gene_12491,0.0086,0.0038,0.0035,0.0076,0.0028,0.0063,0.2652,0.0965,0.3473,0.0167,0.0209,0.0116,0.0123,0.0034,NA,0.0133,0.0083,0.0057,NA,0.01,0.0025,0.0126,0.0111,0.0102,0.004,0.0137
2518,pan_gene_12576,0.1174,0.0022,0.006,0.3551,0.0163,0.0175,0.039,0.0246,0.0262,NA,0.0673,NA,NA,0.0138,0.0179,NA,0.1515,0.0065,NA,0.0052,0.0135,NA,0.0183,0.281,0.0171,NA
2544,pan_gene_12608,0.0997,0.002,0.0556,0.0192,0.0665,0.0232,0.0648,0.0694,0.2393,0.041,0.0169,0.065,0.0528,0.0357,0.0753,0.104,0.2621,0.2653,0.0294,0.0286,0.0281,0.1909,0.1021,0.0074,0.1377,0.0303
2561,pan_gene_12630,0,NA,NA,NA,NA,NA,0.2309,NA,NA,NA,NA,NA,0.0082,0.0075,0.0017,NA,0.0059,0.0044,0.0273,NA,NA,0.0374,0.0015,NA,0.0092,0.0086
2636,pan_gene_12753,0.0544,0.125,0.0635,0.1111,0.0862,0.1028,0.074,0.0086,0.0893,0.0768,0.0433,0.0459,0.0638,0.013,NA,0.0271,0.2777,0.0707,0.0236,0.0624,0.0146,0.1152,0.0715,0.075,0.2438,0.1458
2642,pan_gene_1276,NA,0.0011,0.2079,0.2128,0.2919,0.0174,0.2167,0.2762,0.0076,NA,0.1605,NA,0.2313,0.043,NA,0.1387,0.0957,0.0906,0.2941,0.0034,0.1936,NA,0.0972,0.0398,0.0099,0.0463
2654,pan_gene_12775,0.0011,0.0062,0.0075,0.0044,0.0088,0.0097,0.0048,0.0075,0.006,0.0043,0,0.0048,0.0056,8e-04,NA,0.0069,0.0103,0.0041,0.0169,0.0036,0.0098,0.3584,6e-04,0.0015,0.0028,0.0037
2655,pan_gene_12776,6e-04,0.003,0.0309,8e-04,NA,0.0027,0.0019,0,9e-04,NA,0.2001,0.001,NA,0.0887,0.057,0.0024,0,6e-04,8e-04,0.123,0,0.0475,6e-04,0.001,0.0034,0.002
2683,pan_gene_12804,0.6685,NA,0.5597,0.0017,0.6762,0.0021,0.6974,0,NA,0.0023,0.0059,0.0044,0.0047,0.0012,8e-04,0.0032,NA,NA,0,0,0.0035,NA,0.5381,NA,NA,0.772
2687,pan_gene_12808,0.0054,0.0044,0.0029,0.006,0.0023,0.0073,0.0195,0.0037,0.0112,0.0113,0.3414,0.0032,0.03,0.0042,0.0042,0.0088,0.0152,0.0015,0.0228,0.0011,0.0026,0.0034,0.0055,0.2333,0.0023,0.0078
2697,pan_gene_12818,0.0012,0.0026,0.003,0,0,0,0,0.0016,0.013,0,0,0.0014,0.0064,0.2112,0,0,0,0.0027,0,0,0.0027,0,0,0.0019,0.0063,0.0036
2738,pan_gene_12868,NA,0.1272,0.2235,0.0181,NA,0.111,0.0546,0.1103,0.1134,0.089,0.1183,0.0152,0.0309,0.1141,0.0591,0.183,0.0672,NA,0.1153,0.2065,0.012,0.162,0.1554,0.0778,0.0913,0.248
2741,pan_gene_12875,0.0016,0.0023,0.3337,0,0,0,0.0076,0.0052,0.0197,0.002,0.3195,0.0155,0,0.3319,0.0077,0.0026,0.0055,0.0047,0.4592,0.4082,0.0023,0.0042,0.0133,0.3002,0,0.0059
2789,pan_gene_12938,0.0085,0.0023,0.0125,0.0097,0.0029,0.0024,0.0135,0.0047,0.0181,0.0071,0.0067,0.0138,0.0079,0.0105,0.0034,0.0111,0.0107,7e-04,0.0065,0.0044,0.0127,0.0289,0.0159,0.0084,0.3503,0.009
2943,pan_gene_13103,NA,NA,NA,0.0014,0.0023,0.0025,0.0016,NA,NA,NA,0.0654,0,0.0068,0.4817,NA,NA,NA,0.1292,0.1409,0.1543,NA,NA,0.1104,NA,NA,NA
2983,pan_gene_13156,0.2052,0,0.013,0.1896,0.004,0.1179,0.0676,0.0486,0.0028,0.002,0.0017,0.0103,0.0074,0.0559,0.0224,0.0063,0.2451,0.0064,0.0809,0.1961,0.0024,0.0315,0.3655,0.2193,0.0385,0.1978
3024,pan_gene_13202,0.7419,0.6316,0.6729,0.7152,0.6291,0.6278,0.7451,0.6422,0.6988,0.6058,NA,NA,0.6343,0.6044,0.614,0.6408,0.7245,0.6844,0.6058,0.7048,0.622,0.8224,0.6445,0.7302,0.5819,0.7355
3039,pan_gene_13219,0.0164,NA,0.2189,NA,NA,NA,NA,0.3158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3041,pan_gene_13222,NA,0.5952,0.2895,NA,0.6047,NA,0.5595,NA,NA,0.4727,NA,NA,NA,0.5164,0.5074,0.5349,0.6433,NA,0.7882,NA,0.5108,NA,0.5939,NA,NA,NA
3062,pan_gene_13245,0.01,0.0015,0.0055,0.0072,0.0045,0.0036,0.0079,0.0088,0.0078,0.0026,0.0098,0.0075,0.0041,NA,0.0045,0.0087,0.0056,0.2982,NA,0.0082,0.051,NA,0.0062,0.0037,0.007,0.004
3070,pan_gene_13256,0,NA,0.006,NA,NA,0.3267,0.0039,0.0267,0.5833,0.0029,0.0133,0.0049,0.0017,0.0015,NA,NA,NA,9e-04,0.0012,NA,0.0014,NA,9e-04,NA,0.0101,0.0014
3074,pan_gene_1326,0.6849,NA,NA,NA,NA,0.2582,0.3321,NA,NA,0.2944,0.33,NA,0.6933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3118,pan_gene_1332,NA,NA,NA,0.0036,0.0018,NA,NA,0.313,NA,NA,0.4084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001,NA
3127,pan_gene_13329,0.0058,0.0056,0.0549,0.0205,0.6431,0.0047,0.0095,0.0041,0.006,0.0386,0.0099,0.0093,0.0106,0.0017,0.0396,0.0424,0.0793,0.0243,0.0011,0.0213,0.0104,0.0135,0.0339,0.6031,0.0214,0.0152
3134,pan_gene_13335,0,0.1858,0.0024,0.2165,0.0076,0.0582,0.0089,0.0049,0.0011,0.0092,0.0546,0.0011,0.0097,0.252,0.1614,0.2472,0.0034,0.0116,0.0011,0.0496,0.0015,0.0434,0.1788,0.0333,0.0021,9e-04
3189,pan_gene_13401,0.0667,0.0174,0.201,0.1464,0.1514,0.0595,0.0581,0.1081,NA,0.0749,0.0792,0.0607,0.1509,0.0708,0.1715,0.0801,0.2666,0.1057,0.1307,0.4377,0.0648,0.0932,0.038,NA,0.1044,0.2606
3216,pan_gene_13434,NA,0,0.0193,0.1278,0.0073,NA,NA,0.0621,0.0015,0.0012,0.0209,NA,0.0054,0.2521,0.0117,0.0126,0.0308,0.0115,0.0072,NA,0.0028,0.0065,0.0115,0.1901,0.0137,0.0103
3291,pan_gene_1352,0.0364,0.0022,0.0069,0.0076,0.015,0.0039,0.0043,0.0282,0.0174,0.0274,0.025,0.2192,0.0163,0.0085,0.0158,0.0099,NA,0.0115,0.0045,0.0125,0.0053,0.0729,0.0075,0.0148,0.0085,0.3233
3329,pan_gene_13571,0.4732,NA,NA,0.5565,0.504,NA,0.6703,NA,NA,0.6195,NA,NA,0.5271,NA,NA,NA,NA,NA,0.689,NA,NA,NA,NA,NA,0.5864,NA
3357,pan_gene_13603,0.014,NA,0.0302,0.0038,NA,0.0135,0.0112,0.6519,0,0.0057,0.0394,0.0092,NA,0.0026,0.006,NA,0,0.021,0,0.6045,0.6619,0.0201,0.6182,0.0126,0.0094,0.0249
3358,pan_gene_13604,0.5109,NA,0.5278,NA,NA,NA,NA,NA,0.6821,0.6371,NA,NA,NA,NA,NA,NA,NA,0.6833,NA,0.7791,NA,NA,NA,0.3571,0.4841,NA
3359,pan_gene_13605,0.6131,NA,0.0199,NA,0.6651,NA,0.8179,NA,0.0393,NA,NA,NA,0.0268,NA,NA,0.6667,NA,0.6857,0.7316,0.6484,NA,0.7596,NA,NA,0.6667,0.586
3387,pan_gene_13633,0.7272,NA,0.7277,0.7003,0.7061,NA,0.8487,NA,0.6942,NA,0.755,0.743,0.7186,NA,0.782,NA,0.793,NA,NA,0.6918,NA,NA,0.7006,0.6724,0.6303,NA
3391,pan_gene_13638,0.0013,0,0,0,0,0.0016,9e-04,0,0,0.0026,0.0046,0.0017,0.0043,0.2306,0,0.0012,0,0,0,0.0012,0.0015,0.002,0.0015,0,0,0
3395,pan_gene_13641,0.6861,0.7157,NA,0.6559,0.5596,0.6522,NA,0.6839,0.6382,0.7066,0.642,0.6203,NA,0.6869,0.0027,0.6325,0.766,0.7116,0.6869,0.6162,0.5338,9e-04,0.6535,0.7176,0.6194,0.6802
3399,pan_gene_13645,0.69,0.6476,0.6908,0.6184,0.7417,0.6677,0.8172,0.6513,NA,0.6691,0.6401,0.623,0.595,NA,0.7167,0.6851,0.6711,0.6916,0.6634,0.7022,NA,0.6242,0.6963,0.483,0.6,0.7269
3407,pan_gene_13653,0.0357,NA,0.0647,0.0014,0.0141,0.0708,0.0245,0.0143,0.0044,0.0322,0.036,0.002,0,0.0125,0.0204,0.0553,0.0175,0.0347,0.2261,NA,0.0064,0.6863,0.0204,0.0229,0.0204,0.8554
3418,pan_gene_13664,0.6647,0.585,0.6218,NA,0.6364,0.5779,0.6728,0.5867,0.6376,0.7391,0.7473,0.7263,0.6741,0.5977,0.6707,0.6773,0.7095,0.693,0.7263,0.6098,0.6656,0.718,NA,0.6601,0.6433,0.7886
3432,pan_gene_13681,0.6117,0.4277,0.5114,0.625,0.5381,0.5876,0.6552,0.0262,0.5535,0.6122,0,0,0,0.5737,0.4342,0,0.5125,0.6863,0.5302,0.4933,0.681,0.6824,0.5705,0.605,0.5337,0.8182
3471,pan_gene_13735,0.0114,NA,NA,NA,NA,0.7921,0.6963,NA,NA,NA,0.8105,NA,NA,NA,NA,0.6463,NA,NA,NA,NA,NA,NA,0.7137,NA,NA,NA
3472,pan_gene_13736,NA,0.7,NA,NA,0.4901,NA,NA,0.5633,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6054,NA,0.633,NA,NA,0.5978,0.708,NA,NA
3474,pan_gene_13739,0.4882,NA,NA,NA,NA,0.6655,NA,0.5152,0.7935,0.5365,0.6517,NA,NA,0.5942,NA,0.7023,0.8177,0.6386,0.5995,NA,NA,0.7729,0.7198,NA,0.6286,0
3477,pan_gene_13741,NA,0.0069,0.6768,0,NA,0.0011,0.0137,0.7271,0.6774,0.0138,0.6952,0.6203,0.6693,0.7345,0.0019,0.003,0.7469,0.678,0.7076,0.6717,0.6739,0.7721,0.0154,0.0203,0,0.6427
3496,pan_gene_13764,0,NA,0.0024,0.0025,NA,0.119,0.006,0.1621,0.004,0.0018,0.1388,0.0029,0.1804,0,NA,0.0991,0,0,0.2124,0.0046,0.0018,0,0.1681,NA,0,0
3522,pan_gene_13804,NA,0.5652,NA,NA,NA,NA,0.8044,0.6822,NA,NA,0.6927,0.679,0.5858,0.7153,0.636,0.7239,NA,0.7734,0.7238,0.6834,0.6927,NA,NA,NA,0.6667,0.6134
