,pan,B73,Tzi8,Ky21,M162W,Ms71,Oh7B,Oh43,M37W,Mo18W,NC350,HP301,Il14H,P39,CML52,CML69,Ki11,CML228,CML247,CML277,CML322,CML333,Ki3,CML103,Tx303,NC358,B97
17005,pan_gene_30475,0.2855,0.3031,NA,NA,0.2092,NA,NA,0.1352,0.1257,0.3736,0.1558,NA,NA,0.3721,0.2563,0.3738,0.5081,0.0948,0.3899,0.6294,0.3938,0.4456,0.2394,0.2531,0.2871,0.1228
17043,pan_gene_30516,0.7412,0.6997,0.6837,0.7176,0.6671,0.5959,0.7802,0.7402,0.7346,0.651,0.7666,0.0024,0.0027,NA,0.7123,0.7372,0.7524,0.7755,0.7347,0.6943,NA,0.717,0.6981,0.7347,0.7203,0.7167
17058,pan_gene_30531,0.4004,NA,0.5746,0.6009,NA,0.4871,NA,0.5166,NA,NA,NA,NA,NA,NA,NA,0.5647,NA,NA,NA,NA,NA,NA,0.5833,NA,NA,NA
17065,pan_gene_3054,0.0745,0.6412,0.0429,0.0538,0.0486,0.0575,0.0811,0.0431,0.0501,0.06,0.6436,0.0544,0.0674,0.2759,0.0734,0.1843,0.1761,0.5631,0.0444,0.0933,0.0361,0.1285,0.0649,0.0601,0.0657,0.0483
17069,pan_gene_30543,0.0023,0,0.002,0.0084,0.0396,0,0,0.002,0.0017,0.0036,0.3849,0.0026,0,0.0021,0.0049,0.0022,0,0.0013,0,0.039,0.0023,0.0054,0,0.0025,0,0.0019
17083,pan_gene_30558,0.0075,0.0017,0.0093,0.0276,0.0158,0.007,0.0099,0.0193,0.0128,0.2247,0.0083,0.0116,0.0143,0.0155,0.0031,0.0262,0.176,0.0088,0.0072,0.0201,0.0292,0.006,0.0096,0.0065,0.2,0.0071
17140,pan_gene_30620,0.1594,0.2023,0.2342,NA,NA,0.3093,0.0994,0.1573,0.1786,0.148,0.252,0.1572,0.301,0.4922,0.332,0.2239,0.1833,0.2771,0.3927,0.4269,0.2507,0.3067,0.2363,0.17,0.228,0.1936
17142,pan_gene_30622,0.0207,NA,0.2291,0.0896,0.1082,NA,0.0855,0.0084,0.0645,0.0134,0.0084,0.0137,NA,NA,0.0704,NA,0.0225,0.0764,0.0031,0.0732,0.0104,0.1166,0.0154,0.0724,0.0637,0.0121
17183,pan_gene_3109,NA,NA,0,NA,NA,NA,0.6262,0.7523,NA,NA,NA,0.009,NA,NA,NA,NA,NA,0.0044,NA,0.678,NA,NA,NA,NA,0.679,NA
17195,pan_gene_31154,0.6768,0.5743,0.6111,NA,NA,0.5545,0.6037,0.5132,0.6906,0.5364,0.5965,0.6508,0.6868,0.6396,0.5639,NA,0.6685,NA,0.668,0.5658,0.55,0.7198,0.697,NA,0.5622,0.5817
17201,pan_gene_31162,0.2305,0.3422,0.2769,0.2931,0.7285,0.15,0.2989,0.2982,0.2398,0.3585,0.3869,0.2827,0.2668,0.3772,0.2869,0.2922,0.308,0.7228,0.4229,0.2737,0.2551,0.3348,0.2794,0.2757,0.3257,0.2944
17206,pan_gene_3117,0.0031,0.0029,0.0036,0.006,0.0183,0.0036,0.0067,0.0036,0.0194,0.0052,0.2812,0.0073,0.0028,0.0125,0.0016,0.0049,0.015,0.0062,0.0163,0.0018,0.0025,0.0273,0.0135,0.0052,0.0021,0.0039
17211,pan_gene_31175,0.6816,NA,0.6181,NA,0,NA,0.7513,0.6234,0.5656,NA,0.6316,0.6007,0.6541,0.5609,0.5104,0.5782,NA,0,0.595,0.5243,0.7107,0.6084,NA,0.7109,0.5643,0.4716
17220,pan_gene_31184,NA,NA,NA,NA,NA,0.4427,NA,NA,NA,NA,NA,0.5196,NA,NA,0.3847,NA,NA,NA,NA,0.6564,NA,NA,NA,NA,NA,0.361
17221,pan_gene_31185,0.1247,0.006,0.0136,0,0.0018,0.1451,0.0267,0.0045,NA,0.0186,0.0035,NA,0.0574,0.0021,0.0093,0.0015,0.0088,0.0126,0.0088,0.0033,0,0.004,0.1637,0.0032,0.0119,0.2043
17227,pan_gene_31191,0.008,0.0305,0.0092,0.2633,0.0441,0.006,0.0096,0.2535,0.1935,0.0181,0.011,0.0105,0.0855,0.0148,0.0609,0.0779,0.0168,0.0115,0.0056,0.0444,0.0092,0.0064,0.0693,0.0232,0.011,0.0062
17240,pan_gene_31211,0.0791,0.0038,0.0166,0.0191,0.0022,0.0036,0.0244,0.0368,0.0243,0.0318,0.0332,0.085,0.2529,0.008,0.1863,0.1356,0.036,0.1429,0.0254,0.1618,0.0035,0.0222,0.0099,0.0734,0.0359,0.0253
17249,pan_gene_31222,0.4214,NA,0.3041,NA,0.3361,0.2615,NA,0.2479,NA,0.3248,0.1023,0.2507,0.2207,0.3759,0.3292,0.4962,NA,NA,0.3213,0.4071,0.2476,0.4753,0.3393,0.3024,0.4791,NA
17260,pan_gene_31232,NA,NA,NA,NA,0.2192,0.0848,NA,NA,NA,NA,NA,0.0549,NA,NA,0.5533,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0534,NA
17336,pan_gene_31328,NA,NA,NA,0.5709,NA,0.5042,NA,NA,NA,0.6066,NA,NA,NA,NA,NA,0.6169,0.7278,NA,NA,NA,0.7226,0.763,NA,NA,NA,NA
17375,pan_gene_31387,NA,0.5269,0.0909,NA,NA,NA,0.6357,0.6549,0.0027,NA,0.0036,NA,0.672,0.5244,0.4235,NA,NA,0.6484,0.7488,NA,0.5344,NA,0.6261,NA,0.5227,NA
17413,pan_gene_3143,NA,NA,NA,0.77,NA,NA,NA,NA,0.6905,NA,NA,NA,NA,0.7096,0.7652,0.7133,0.7708,0.7314,0.7532,NA,0.1121,NA,0.4974,0.7636,NA,NA
17426,pan_gene_31445,NA,0.0419,NA,NA,0,NA,NA,0.192,0,NA,0.0034,NA,0.3474,0.479,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA
17450,pan_gene_31471,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6416,NA,0.0025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17493,pan_gene_31520,0.0076,0.0057,0.0033,0.0347,0,0.0057,0.0084,0.0285,0,0.2718,0.0104,0.0336,0.0354,0.0076,0.0102,0.2253,0.02,0.0058,0.0095,0.013,0.0025,0.0256,0.0176,0.0082,0.049,0.012
17501,pan_gene_31531,0.0327,0.006,0.015,0.2946,0.0641,0.0256,0.1817,0.0791,0.5719,0.4912,0.3245,0.0266,0.0414,0.3862,0.3699,0.439,0.1046,0.0201,0.0434,0.2076,0.0273,0.0635,0.3475,0.0624,0.0206,NA
17502,pan_gene_31532,0.0218,0.0049,0.0119,0.0029,0.001,0.0061,0.0035,0.0686,NA,0.0049,NA,0.0064,0.0096,0.2736,0.0024,0.0551,0.2845,0.0277,0.0186,0.0046,0,0.0215,0.0096,0.1215,0.0244,0.0173
17504,pan_gene_31534,0.0055,7e-04,0.003,NA,NA,0.0012,5e-04,0.001,0.0062,NA,0.0042,8e-04,0.2707,0.0073,NA,8e-04,0,0,NA,0.0026,0.0028,NA,6e-04,0.0018,0.0061,0.0051
17526,pan_gene_31560,0.0103,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0.0089,0,NA,0,NA,0,NA,NA,0.0627,NA,NA,0.3547,0.0111,0,0.0359
17530,pan_gene_31564,0.1502,0.0014,0.2375,0.0034,0.0012,0.0193,0.0089,0.0133,0,0.0069,0.0122,0.0134,0.331,0.0249,0.0159,NA,0.0042,0.0034,0,0.007,0,0.0011,0.0138,0,0.0037,0.0151
17549,pan_gene_31583,0.0091,9e-04,0.116,0.0757,0.0237,0.002,0.0114,0.0036,0.1198,0.0493,0.0372,0.0701,NA,0.009,0.0191,0.0128,0.0345,0.0256,0.0114,0.0145,0.0132,0.0198,0.0107,0.0015,0.2179,0.0399
17562,pan_gene_31599,0.6514,0.5923,0.62,0.6457,0.6052,0.5916,0.7122,0.5116,0.6765,0.6152,0.6342,0.6272,0.6088,0.6517,0.4497,0.5676,0.622,0.6606,0.6239,0.6633,0.4727,0.6552,0.5209,0.5991,0.5879,0.6812
17589,pan_gene_3163,0.0035,0.0025,0,0.016,0,0,0,0.0036,NA,0.0202,0.0099,0,0.0055,NA,0,0.0021,0.0035,0.0016,0.0341,0.0091,0.0345,0.002,0.2982,0,0,0.0076
17596,pan_gene_31639,0.3814,0.0047,0.0994,0.024,0.0072,0.0056,0.3075,0.0187,0.0169,0.0062,0.174,0.0093,0.1294,0.0035,0.0146,0.0087,NA,0.0138,0.0081,0.0045,0.0112,0.0181,0.0306,0.1358,0.3769,0.0122
17635,pan_gene_31690,0.0479,0.0096,0.0553,0.2513,0.031,0.0061,0.0544,0.0884,0.0416,0.0504,0.1034,0.0679,0.0701,0.0308,0.0726,0.0361,NA,0.0572,0.0935,NA,0.0358,0.0048,0.0406,NA,0.068,0.0614
17694,pan_gene_31750,0.1557,0.1431,0.1394,0.3569,0.1533,0.1184,0.1493,0.4126,0.3385,0.1586,0.2869,0.1362,0.1506,0.1412,0.0087,0.1633,NA,0.005,0.2224,NA,0,0.0113,NA,0.4372,0.1306,0.1201
17705,pan_gene_31764,0.73,NA,NA,NA,NA,NA,NA,0.1533,NA,NA,NA,NA,NA,0.575,NA,0.7349,0.5928,0.7682,0.7176,NA,NA,NA,NA,NA,0.6923,NA
17715,pan_gene_31773,NA,0.1146,0.0144,0.1102,NA,0.001,NA,NA,0.0171,0.1271,0.0085,0.0283,0.0393,0.12,0.1222,0.2069,0.1087,0.117,0.2174,0.1351,0.1071,0.15,NA,NA,0.0651,0.084
17744,pan_gene_31802,NA,NA,NA,0.4391,NA,0.5669,NA,NA,0.8211,NA,NA,NA,0.53,NA,0.6013,0.6882,NA,0.5552,0.7949,NA,NA,NA,NA,0.5796,NA,NA
17799,pan_gene_31889,0.1495,0.004,0,0.0032,0.0599,0.0015,0.0031,0.2067,0.0028,0.2097,0.1793,0.0863,0.0016,0.1108,0.1085,0.182,0.2021,0.2796,0.1897,0.0355,0.1062,0.1102,0.1711,0.0881,0.1796,0.1192
17803,pan_gene_31899,0.0011,0.0017,0,0.0061,0.0094,9e-04,0.0052,0,NA,0.5068,0,0.0017,0,0,NA,0.001,0,0,0,0,0.001,9e-04,0.0022,0,0,0
17882,pan_gene_32000,0.0077,0.0385,0,0.0122,0.0023,0,NA,NA,NA,NA,NA,NA,NA,NA,0.0084,NA,NA,0.4499,0.2118,0.0015,0.0041,NA,0.3817,0.2068,0.0416,0.0045
17889,pan_gene_32010,NA,NA,0.7381,0.7638,0.6379,NA,0.8418,NA,NA,NA,NA,0.6919,NA,0.7963,NA,0.7143,NA,0.8006,NA,NA,NA,NA,0.7115,NA,NA,NA
18014,pan_gene_32155,9e-04,0.001,7e-04,0.0059,0,6e-04,0.001,8e-04,0.0021,0,0.0014,6e-04,0.0026,0.0074,0,0,0.1848,8e-04,0,0.0175,0,0.0049,4e-04,0.2214,0.2845,0.0018
18043,pan_gene_32185,0.017,0.0152,0.375,0.0026,0.0206,0.0098,0.0043,0.1977,0.0027,0.007,0.025,0.0183,0.006,0.1905,0.0024,0.0076,0.014,0.0087,0.2029,0.0112,0.0206,0.1779,0.0162,0.0054,0.0199,0.2194
18086,pan_gene_32235,0.0044,0.0068,0.0056,0.002,0.0026,0.2534,0.0026,5e-04,0.004,0.004,0.0026,0.0025,0.0071,0.0033,0,0.0041,0.0159,0.0058,0.0026,9e-04,0.0036,0.0176,0.0033,0.0038,0.002,0.0047
18088,pan_gene_32237,0.0118,0.1433,0.1549,NA,0,0.002,9e-04,0.1552,0.1311,0.1372,0.2335,0.1709,0,NA,0.0992,0.6189,0.122,0.0766,0.0973,0.1212,0.1973,0.0789,0.1758,0.5366,0.1343,0
18147,pan_gene_32307,0.5677,0.4767,0.5,NA,NA,0.2214,0.4889,0.3807,0.6063,0.5473,0.2601,0.4347,0.4937,0.354,NA,0.2401,0.4219,0.0047,0.4224,0.4806,0.4601,0.1714,NA,NA,0.4576,0.5
18150,pan_gene_3231,0.2471,0.0024,0.27,0.1885,0.1197,0.1075,0.1735,0.0083,0.0922,0.0833,0.182,0.2836,0.1388,0.0671,0.2363,0.1247,0.1055,0.1545,0.0427,0.0761,0.2232,NA,0.1113,0.2012,0.1061,0.1241
18180,pan_gene_32342,0.1111,0.0457,0.0383,0.0958,0.118,0.0971,0.0877,0.0771,NA,0.149,0.1753,0.0804,0.0825,0.0773,0.0705,0.2874,0.1932,0.0638,0.2154,0.1206,0.0953,0.2696,0.1524,0.0033,0.1305,0.1506
18245,pan_gene_32418,0,0.0131,0.0012,0.1551,0.0011,0,0.1899,0.0039,0.0033,0.0011,0.1406,0.0047,0.0041,0,0,0.001,0.001,9e-04,0.2628,0.0175,0.1809,0.0056,8e-04,0.0738,0.0022,0.1443
18305,pan_gene_32500,NA,0,NA,0,0.6888,0.0028,0.004,0.0119,0.0029,0.0035,0.0035,NA,0,0,0.0088,NA,0,0.0022,0,0,0,0.0279,0,NA,NA,0.0099
18311,pan_gene_32507,0.1557,0.0025,0.0368,0.1091,0.0542,0.0122,0.0806,0,0.0152,0.0358,0.1525,0.1185,0.0049,0.1063,0.0079,0.1242,0.0145,0.0051,0.219,0.0073,0,0.1274,0.1191,0.0024,0.0011,0.0021
18317,pan_gene_32516,0.0237,0.0012,NA,0.0415,0.0022,0.0017,9e-04,0.0149,0.0015,0.4364,NA,0.156,0.0576,0.0022,0.004,6e-04,0.0295,0.0218,0.0013,0.1078,0.0024,NA,0.0044,0.0137,0.0035,2e-04
18336,pan_gene_32536,0.6697,0.2764,0.4595,0.439,0.4416,0.6642,0.7242,0.3392,0.4418,0.3782,0.4936,0.6109,0.4838,0.441,0.4211,0.2567,0.472,NA,0.4364,0.427,0.4533,0.4452,0.5942,0.3917,0.411,0.685
18345,pan_gene_32544,0.0137,0.0043,0.0974,0,9e-04,0.001,0.0146,0.002,0.0785,0.0033,0,0.0052,0.0011,0.002,0.0058,0.001,0.2887,0,0.0012,0.0904,0,0.0079,0.1298,0,0.2073,0.0026
18350,pan_gene_32549,6e-04,0,0.0043,0,0,0.021,0.0035,0.0098,NA,NA,0,0.0022,0.0071,NA,0.1741,0,0.0053,0.0207,0.0029,0,0.0074,0.2996,0.042,0,NA,0.0037
18361,pan_gene_32560,NA,0.1567,0.0028,0,0.1889,0.0017,0.1416,0.1449,0.2038,0.14,0.1714,0.1362,0.1661,NA,0.1035,0.1291,0.1252,6e-04,0.1354,NA,0.0086,0.2083,0.166,0.0235,0.0614,0.1807
18379,pan_gene_3258,0.706,0.6497,0.6054,0.6827,0.5881,0.586,0.7653,0.668,0.6247,0.7218,0.6628,0.6617,0.491,0.6266,0.6875,0.6018,0.717,0.6938,0.6175,0.6112,0.4976,0.6284,0.6038,0.6065,0.6185,0.4392
18400,pan_gene_32604,0.0022,0.0013,9e-04,0.2768,0.0017,0.0012,0.0028,0.0017,0.3253,0.0012,0.2589,8e-04,7e-04,0.0014,0.0012,NA,6e-04,4e-04,0.0046,7e-04,9e-04,0.0069,0.0017,0.0043,0,0.0023
18435,pan_gene_3265,0,0.3262,0.3555,0.0345,NA,0.0033,0.045,0,NA,NA,NA,0.2773,0.0343,0.1178,0.2538,0.0026,0.5926,0.5683,NA,0,NA,0.2896,0.2122,0,NA,0
18464,pan_gene_32681,NA,0.6207,NA,0.7111,NA,NA,0.845,NA,0.7302,NA,NA,0.6306,NA,NA,0.7901,0.7273,0.7356,NA,NA,0.7178,NA,0.7246,NA,NA,0.68,NA
18509,pan_gene_32743,0.0072,0.0014,0.004,0.0018,0,0.0025,0.0011,0,NA,0.0092,0.2489,0,0.0024,0.0039,0.0027,NA,0.0087,0.0033,0.0129,0.0075,0.0149,NA,0,NA,0,0
18510,pan_gene_32744,0.2391,0.0039,0,0.002,0.0168,0.1105,0.0147,0.0433,0.0058,0.0018,0.0027,0.0505,0.0218,NA,0.022,0.0128,0.2901,0,NA,NA,0.0022,NA,0.0037,0.0125,NA,0.0821
18512,pan_gene_32748,0.2142,NA,0.0101,0,0.0104,0,0,0.0048,NA,0.013,0.0059,0.0023,0.1819,0.0013,0,0.007,0,0,0.0112,0.0022,0,0.0095,0.0018,0.0013,0.0011,0
18518,pan_gene_32754,0.0053,NA,0.0229,0.0357,0.234,0.0028,0.0046,0.0198,NA,0.0404,0.0133,0.54,0,0,0.0669,0.081,0.0147,NA,0.0069,0.0364,0.025,NA,0.0349,0.0337,0.0118,0.1566
18581,pan_gene_32823,NA,NA,6e-04,NA,NA,0.0022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0016,0.3374,NA,NA,NA
18584,pan_gene_32826,NA,0.0077,0.0565,0.0265,0.0695,0.0522,0.2792,0.2864,0.3464,0.0714,0.0396,0.0486,0.0911,0.0837,0.1376,0.0912,0.1099,0.0743,0.0096,0.0662,0.0421,0.1029,0.1062,0.0383,0.0714,0.3748
18586,pan_gene_32828,0.2442,5e-04,0,0,0.0059,0.0015,0.0036,0.0077,5e-04,0.0139,0.0018,0.0022,0.0011,9e-04,5e-04,0.0015,0.0034,0.0069,0,0.0011,0.0209,0.0027,0,0.0038,0.0031,0.0049
18609,pan_gene_32850,0.0087,0.0043,NA,NA,0.0017,0.0693,6e-04,0.0018,0.007,0.0061,0.0041,NA,NA,0.001,0.0022,0.1595,0.0169,0,NA,0.0192,0.0033,0.0173,0.2129,0.0037,NA,0.002
18614,pan_gene_32856,0.5449,0.6486,NA,NA,0.5492,NA,0.7617,NA,NA,NA,0.6103,0.6316,0.7093,0.6839,0.7017,0.4878,0.4865,NA,NA,0.6261,0.5455,0.7327,NA,0.4786,0.6623,NA
18619,pan_gene_32860,0.0017,0.0059,NA,0.2515,NA,0.0531,0.0022,NA,0.012,NA,0.0049,0.0096,0.003,0.0017,0.0012,0.1623,0.0046,0.0228,8e-04,7e-04,0.0017,0.0069,0,0.6556,0.0019,0.1261
18620,pan_gene_32862,0,0,NA,NA,0.0079,0,0,0,0,0.0859,0,0,NA,0,0,0.0215,0,NA,0.3105,0,0,0,0,0,NA,0
18813,pan_gene_3422,0.0227,0.0039,0.0055,0.0148,0.0105,NA,0.0069,0.0082,0.0143,0.0202,0.0349,0.0033,0.0247,0.0204,0.0077,0.0591,0.0171,0.2132,0.2527,0.0367,0.0041,0.0318,0.0172,0.0193,0.0092,0.0115
18827,pan_gene_34362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0011,NA,NA,0,NA,0.6624,NA,0,NA,NA,NA,NA,NA
18943,pan_gene_35390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7833,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
18953,pan_gene_35491,0.0429,0.1763,0.0602,0.0361,0,0.0159,0.0333,0.1358,0.1194,0.0147,0.0122,0.0316,0.1008,0.1142,0.0182,0.0432,0.0241,0.0779,0.0037,0.0785,0.0927,0.2782,0.0647,0.1206,0.0055,0.0872
18965,pan_gene_3557,NA,NA,0.2167,NA,NA,NA,0.1588,NA,0.2878,0.4495,0.4286,NA,NA,NA,NA,NA,NA,0.3767,NA,NA,0.4678,0.4991,0.4533,NA,NA,0.5123
18987,pan_gene_3573,0.0185,0.0019,0.0126,0.0196,0.0067,0.0013,0.0058,0.0126,0.0192,0.0113,0.2206,0.0178,0.3101,0.008,0.0132,0.0112,0.0139,0.0087,0.008,0.0127,0.2442,0.0222,0.032,0.027,0.0124,0.0032
18989,pan_gene_3576,0.0414,NA,0.2463,0.0289,0.021,0.0294,0.0223,0.0064,0.0164,0.0363,0.0092,0.0298,0.036,0.0496,NA,NA,NA,0.0744,0.0268,0.0732,NA,0.0483,0.0353,NA,0.0161,0.0292
18994,pan_gene_35779,NA,NA,NA,NA,0.5567,0.7105,0.7374,0.6827,0.4346,NA,NA,0.7345,0.7363,NA,0.375,0.693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19027,pan_gene_3612,0.016,0.0013,0.0301,0.0505,0.4253,0.0189,0.3959,0.05,0.0307,0.0224,0.3412,0.0128,0.1386,0.0404,0.0732,0.0153,0.125,NA,0.0092,NA,0.0127,0.0698,0.0805,0.1174,0.0026,0.3392
19030,pan_gene_3615,0.6878,0.5559,0.0335,0.6073,NA,0.0131,0.0017,0.5579,0.0243,0.0665,0.6212,0.3053,0.6196,0.5704,0.6717,NA,0.6192,0.0144,0.5945,NA,0.4658,0.0301,0.6579,0.5839,0.0074,0.0452
19108,pan_gene_3679,0.0185,0,0.0621,0.0172,0.0592,0.0067,0.0184,0.0128,0.0028,0.2094,0.0113,0.028,0.0858,0.0119,0.0524,0.0374,0.1199,0.1076,0.0136,0.0445,0.0339,0.0798,0.1334,0.0338,0.0348,0.0101
19135,pan_gene_3698,0.0115,0.0032,NA,0.0194,0.0115,0.0097,0.0025,0.0501,0.0618,0.0421,0.0116,NA,0.2147,0.007,0.005,0.0333,0.1342,0.0497,0.0189,0.005,0.0145,0.0636,0.0058,0.0158,0.0055,0.0127
19137,pan_gene_3699,0.2801,0.0032,0.2332,0.2641,0.129,0.0322,0.0783,0.1328,0.3105,0.3263,0.3184,0.4332,0.4387,0.0268,0.0172,0.0999,0.3094,0.4283,0.04,0.0247,0.078,0.1937,0.3304,0.0647,0.0559,0.0404
19147,pan_gene_3707,0,0.0179,0.0014,9e-04,NA,0.0022,0.0031,0.0098,NA,NA,NA,0.2557,NA,NA,0.0557,0.0014,0.1879,0.2586,NA,0.0211,NA,0.001,0.2962,NA,0.3497,0.0019
19374,pan_gene_3878,0.0627,0.0225,0.0146,0.0056,0.002,0.0012,0.0022,0.0587,0.0556,0.004,0.0052,0.0025,0.0073,0.0109,0.0191,0.14,0.2178,0.1767,0.0046,0.107,9e-04,0.1503,0.1899,0.0016,0.0136,0.0019
19647,pan_gene_4092,0.026,0.0054,0.0378,0.0543,0.0155,0.0756,0.0504,0.0243,0.0105,0.0231,0.0655,0.0325,0.0624,0.0283,NA,0.0308,0.042,0.2427,0.0358,0.0322,0.0466,0.2646,0.036,0.0568,0.0498,0.0536
19670,pan_gene_4112,0.0132,0.0775,0.0979,0.0207,0.0078,0.0291,0.0212,0.2844,0.0036,0.025,0.0499,0.0448,0.0109,0.0162,0.0566,0.0578,0.0249,0.1327,0.4277,0.407,0.0356,0.0694,0.0507,0.5524,0.0131,0.4216
19687,pan_gene_4130,0.2652,0.002,0.1699,0.1992,0.0894,0.1397,0.2282,0.2771,0.0769,0.2683,0.26,0.0776,0.214,0.1385,0.2306,0.0095,0.1229,0.2326,0.2577,0.1214,0.1245,0.1992,0.1562,0.2268,0.1684,0.006
19736,pan_gene_417,0.0336,0,0.2573,0.0503,0.0289,0.0113,0.0131,0.0182,0.0604,0.0174,0.048,0.0118,0.1472,0.0315,0.0132,0.0117,0.0213,0.0036,0.0166,0.0174,0.0226,0.0296,0.0505,0.0566,0.0594,0.0311
19763,pan_gene_4187,7e-04,NA,0.0022,NA,8e-04,NA,NA,0.0013,0,0.2061,NA,0.0014,0.0103,NA,0.0392,0.0012,NA,0.0012,0.0018,0,7e-04,0.0088,0.0144,0.0015,0.0018,0.0011
19795,pan_gene_4214,0.0058,0,0.0018,0.0026,0.0048,0.0039,0.0038,0.0016,0.0042,0.0094,0.001,0.0263,0.0028,0.0124,0.0052,0.0052,0.0217,0.2094,0.0026,0,0.2394,0.0081,0,0.0036,0.0082,0.0169
19818,pan_gene_423,0.0021,0.6013,NA,0.5823,0,0,0.7562,0.7029,0.674,0.6262,0,NA,NA,0.6938,NA,0.0028,0,NA,0.6516,0.0026,0.6791,0.7566,0.6682,0.6813,0.5794,NA
19889,pan_gene_4280,0.0064,0,0.0122,0.0013,0.0035,0.0099,0.002,0.1202,0.0015,0,0.2297,NA,0.0048,8e-04,0.0017,0.0069,0.0021,0.0134,0.0036,0,0,0.0043,0.0011,0.004,0.0051,0.0057
19947,pan_gene_43249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5909,NA,NA,NA,NA,NA,NA,NA,0.8118
19957,pan_gene_4332,0.0641,0.0078,0.0477,0.3041,0.0513,0.2213,0.2203,0.094,0.0903,0.0718,0.058,NA,0.3006,0.0124,0.1755,0.0641,0.0351,0.0394,0.0547,NA,0.0577,0.0519,0.0981,0.1492,0.0364,0.0476
19959,pan_gene_4333,NA,0.0012,0.0043,0.0269,0.0435,0.0154,0.0142,0.1986,0.2005,0.0024,0.072,0.0085,0.0263,0.2046,0.0355,0.0013,0.0052,0.0597,0.0233,0.021,0.0042,0.0011,0.0139,0.2196,0.0025,NA
19963,pan_gene_4335,0,NA,0.457,0.0783,0.311,0.0381,0.1678,0.0459,0,9e-04,NA,0.0846,0.0015,5e-04,0,0.0232,0.154,5e-04,0.0015,0.0421,NA,NA,5e-04,NA,0.0512,9e-04
19966,pan_gene_4336,0.1342,0.001,0.0045,0.0042,0.0072,0.0043,0.0013,0.001,0,0.1803,0,0.1402,0.1332,0.0025,0.1625,9e-04,0.0019,0.1449,0.1754,0.0098,0.1225,0.0016,0.3359,0.1394,8e-04,0
20036,pan_gene_4382,NA,0.6935,NA,0.7227,0.7377,NA,NA,0.0676,NA,NA,NA,NA,NA,0.7366,NA,0.1616,0.1749,0.7983,0.787,NA,0.6949,NA,NA,NA,0.1159,NA
20070,pan_gene_4415,0.0012,0.0096,0.0023,0.0031,0.0053,0.0031,0.0021,0,0.0032,0.0187,0.2291,0,0,0.0572,0.0335,0.0041,0.0076,0.0049,0.0013,0.0015,0.006,0,0.0096,0.0081,0.0057,0.015
20075,pan_gene_4419,0.3148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3102,NA,0.0875,NA,0.1189,NA,NA,NA,0.3527,NA,NA,NA
20356,pan_gene_464,0.0084,0.0027,0.002,0.0096,0.0016,0.0115,0.0093,0.004,0.0055,0.0277,0.0028,0.0014,0.0265,0.0029,0.0091,0.02,0.0439,0.0084,0.0037,0.0011,0.3098,0.0056,0.0041,0.147,0.0108,0.0021
20361,pan_gene_4643,0.0186,0.0286,0.0176,0.0226,0.222,0.0337,0.3802,0.0508,0.3314,0.0394,0.0858,0.3242,0.0617,NA,0.0182,0.07,0.0345,0.3885,0.3668,0.0274,0.3302,0.0308,0.0432,0.0218,0.2848,0.2432
20362,pan_gene_4644,0.0661,0.0076,0.2195,0.1521,0.087,0.1768,0.0856,0.1077,0.0188,0.1282,0.0211,0.13,0.1146,0.007,0.1335,0.1402,0.1413,NA,0.1308,0.1146,0.0217,0.154,0.1454,0.0413,0.1534,0.1092
20484,pan_gene_4722,0,0,0.0049,NA,NA,NA,NA,0.2151,NA,NA,NA,NA,NA,0,NA,0,0.0019,NA,0,0.0051,0,0.0443,NA,0.0027,0.0035,NA
20534,pan_gene_4766,0.0125,9e-04,0.0277,0.0162,0.0076,0.0104,0.0111,0.012,0.0113,0.0394,0.0162,0.0165,0.3518,0.0164,NA,0.0086,0.0314,0.0055,0.0495,0.0107,0.0224,0.0188,0.0477,0.0146,0.012,0.006
20566,pan_gene_4791,0.0015,0.0035,0,0.002,0.0046,0,0.3759,0.0081,0.0106,0,0,0.0103,0.0153,0.0018,0.0011,0.0056,0,0.0071,0.0091,0.0049,0.0108,0.0049,7e-04,0.0022,0.0042,0.0054
20600,pan_gene_4812,0.1928,0.0082,0.1659,0.0065,0.0049,0.0035,0.0022,0.0094,8e-04,0.0098,0.0059,0.0018,0.0069,0.0026,0.0049,0.0053,0.0221,0.2342,0.0036,0.0038,0.0068,0.0049,0.0053,0.0141,0.0021,0.0013
